pair_name	sex	pleio_total	pleio_type_ANTAGONIST	pleio_type_AGONIST	pleio_agonist_dir_POSITIVE	pleio_agonist_dir_NEGATIVE	convincing_CONVINCING	convincing_type_CONVINCING_SAME	convincing_type_CONVINCING_DISTINCT
Left Putamen:Waist-hip ratio (> 50 yrs, adjBMI)	female	1	NA	1	NA	1	NA	NA	NA
Left Putamen:Waist-hip ratio (adjBMI)	female	4	1	3	2	1	NA	NA	NA
Left Putamen:Weight	female	1	NA	1	1	NA	NA	NA	NA
Left Putamen:Weight	male	1	1	NA	NA	NA	NA	NA	NA
Left Putamen:Word reading	female	1	NA	1	NA	1	NA	NA	NA
Left Putamen:logTG	female	17	12	5	3	2	3	2	1
Left Putamen:logTG	male	20	13	7	3	4	2	1	1
Left Putamen:nonHDL	female	22	11	11	6	5	1	NA	1
Left Putamen:nonHDL	male	28	11	17	5	12	2	1	1
Major Depression:Multisite chronic pain	male	1	NA	1	NA	1	NA	NA	NA
Major Depression:Parkinson's disease	female	2	2	NA	NA	NA	NA	NA	NA
Major Depression:Parkinson's disease	male	1	1	NA	NA	NA	NA	NA	NA
Major Depression:Pubertal growth	female	1	1	NA	NA	NA	NA	NA	NA
Major Depression:Right Putamen	female	1	NA	1	1	NA	NA	NA	NA
Major Depression:Right Putamen	male	1	1	NA	NA	NA	NA	NA	NA
Major Depression:Risk-taking behaviour	male	1	1	NA	NA	NA	NA	NA	NA
Major Depression:Schizophrenia	female	2	NA	2	NA	2	1	1	NA
Major Depression:TC	female	8	4	4	2	2	NA	NA	NA
Major Depression:TC	male	5	4	1	1	NA	NA	NA	NA
Major Depression:Thyroid-stimulating hormone	female	1	1	NA	NA	NA	NA	NA	NA
Major Depression:Thyroid-stimulating hormone	male	6	4	2	2	NA	NA	NA	NA
Major Depression:Type 2 diabetes	male	4	3	1	NA	1	NA	NA	NA
Major Depression:Waist circumference	female	2	1	1	1	NA	NA	NA	NA
Major Depression:Waist circumference	male	2	NA	2	1	1	NA	NA	NA
Major Depression:Waist circumference (adjBMI)	male	1	NA	1	1	NA	NA	NA	NA
Major Depression:Waist-hip ratio	male	1	NA	1	1	NA	NA	NA	NA
Major Depression:Waist-hip ratio (> 50 yrs, adjBMI)	male	1	NA	1	1	NA	NA	NA	NA
Major Depression:Waist-hip ratio (adjBMI)	male	1	NA	1	1	NA	NA	NA	NA
Major Depression:Weight	male	2	NA	2	2	NA	NA	NA	NA
Major Depression:nonHDL	female	6	3	3	1	2	NA	NA	NA
Major Depression:nonHDL	male	13	8	5	3	2	NA	NA	NA
Multisite chronic pain:Number of children ever born	male	1	NA	1	1	NA	NA	NA	NA
Multisite chronic pain:PTSD	female	1	NA	1	NA	1	1	1	NA
Multisite chronic pain:Parkinson's disease	female	2	2	NA	NA	NA	NA	NA	NA
Multisite chronic pain:Parkinson's disease	male	5	4	1	1	NA	NA	NA	NA
Multisite chronic pain:Performance IQ	female	1	NA	1	1	NA	NA	NA	NA
Multisite chronic pain:Right Putamen	female	3	NA	3	2	1	2	2	NA
Multisite chronic pain:Right Putamen	male	2	NA	2	2	NA	1	NA	1
Multisite chronic pain:Risk-taking behaviour	female	1	1	NA	NA	NA	1	1	NA
Multisite chronic pain:Risk-taking behaviour	male	4	1	3	3	NA	NA	NA	NA
Multisite chronic pain:Schizophrenia	female	4	3	1	1	NA	1	1	NA
Multisite chronic pain:Schizophrenia	male	5	1	4	3	1	4	3	1
Multisite chronic pain:Snoring	female	4	2	2	1	1	1	1	NA
Multisite chronic pain:Snoring	male	2	NA	2	NA	2	NA	NA	NA
Multisite chronic pain:Spelling	female	1	1	NA	NA	NA	1	1	NA
Multisite chronic pain:TC	female	45	17	28	14	14	3	3	NA
Multisite chronic pain:TC	male	38	21	17	8	9	5	4	1
Multisite chronic pain:Thyroid-stimulating hormone	female	6	5	1	NA	1	1	1	NA
Multisite chronic pain:Thyroid-stimulating hormone	male	5	2	3	1	2	NA	NA	NA
Multisite chronic pain:Type 2 diabetes	female	11	4	7	4	3	NA	NA	NA
Multisite chronic pain:Type 2 diabetes	male	16	6	10	4	6	3	1	2
Multisite chronic pain:Waist circumference	female	4	NA	4	3	1	NA	NA	NA
Multisite chronic pain:Waist circumference	male	2	NA	2	2	NA	NA	NA	NA
Multisite chronic pain:Waist circumference (adjBMI)	female	2	NA	2	2	NA	NA	NA	NA
Multisite chronic pain:Waist circumference (adjBMI)	male	4	3	1	NA	1	1	1	NA
Multisite chronic pain:Waist-hip ratio	female	1	1	NA	NA	NA	NA	NA	NA
Multisite chronic pain:Waist-hip ratio (<= 50 yrs, adjBMI)	male	1	1	NA	NA	NA	1	1	NA
Multisite chronic pain:Waist-hip ratio (> 50 yrs, adjBMI)	female	3	2	1	NA	1	NA	NA	NA
Multisite chronic pain:Waist-hip ratio (adjBMI)	female	1	1	NA	NA	NA	NA	NA	NA
Multisite chronic pain:Waist-hip ratio (adjBMI)	male	1	1	NA	NA	NA	NA	NA	NA
Multisite chronic pain:Weight	female	2	NA	2	1	1	NA	NA	NA
Multisite chronic pain:Weight	male	3	2	1	NA	1	1	1	NA
Multisite chronic pain:nonHDL	female	37	15	22	13	9	1	NA	1
Multisite chronic pain:nonHDL	male	38	19	19	9	10	1	1	NA
Nonword reading:Parkinson's disease	female	1	NA	1	NA	1	NA	NA	NA
Nonword reading:Parkinson's disease	male	2	NA	2	2	NA	NA	NA	NA
Nonword reading:Right Putamen	male	1	1	NA	NA	NA	NA	NA	NA
Nonword reading:TC	female	23	8	15	4	11	1	1	NA
Nonword reading:TC	male	30	13	17	6	11	1	1	NA
Nonword reading:Thyroid-stimulating hormone	female	3	2	1	NA	1	NA	NA	NA
Nonword reading:Thyroid-stimulating hormone	male	5	3	2	NA	2	NA	NA	NA
Nonword reading:Type 2 diabetes	female	2	NA	2	1	1	NA	NA	NA
Nonword reading:Type 2 diabetes	male	4	3	1	NA	1	NA	NA	NA
Nonword reading:Waist circumference	female	3	NA	3	1	2	NA	NA	NA
Nonword reading:Waist circumference	male	1	1	NA	NA	NA	NA	NA	NA
Nonword reading:Waist circumference (adjBMI)	female	1	1	NA	NA	NA	NA	NA	NA
Nonword reading:Waist-hip ratio	female	1	1	NA	NA	NA	NA	NA	NA
Nonword reading:Waist-hip ratio	male	1	NA	1	1	NA	NA	NA	NA
Nonword reading:Waist-hip ratio (> 50 yrs, adjBMI)	female	2	2	NA	NA	NA	NA	NA	NA
Nonword reading:Waist-hip ratio (> 50 yrs, adjBMI)	male	1	1	NA	NA	NA	NA	NA	NA
Nonword reading:Waist-hip ratio (adjBMI)	female	4	4	NA	NA	NA	NA	NA	NA
Nonword reading:Weight	male	1	1	NA	NA	NA	NA	NA	NA
Number of children ever born:Parkinson's disease	female	1	1	NA	NA	NA	NA	NA	NA
Number of children ever born:Parkinson's disease	male	1	1	NA	NA	NA	NA	NA	NA
Number of children ever born:Right Putamen	male	1	1	NA	NA	NA	NA	NA	NA
Number of children ever born:Risk-taking behaviour	female	1	NA	1	1	NA	NA	NA	NA
Number of children ever born:Risk-taking behaviour	male	1	NA	1	NA	1	1	1	NA
Number of children ever born:Schizophrenia	female	1	1	NA	NA	NA	NA	NA	NA
Number of children ever born:Schizophrenia	male	2	2	NA	NA	NA	NA	NA	NA
Number of children ever born:Snoring	female	1	NA	1	NA	1	NA	NA	NA
Number of children ever born:TC	female	17	8	9	4	5	NA	NA	NA
Number of children ever born:TC	male	9	6	3	3	NA	NA	NA	NA
Number of children ever born:Thyroid-stimulating hormone	female	1	1	NA	NA	NA	NA	NA	NA
Number of children ever born:Thyroid-stimulating hormone	male	3	3	NA	NA	NA	NA	NA	NA
Number of children ever born:Type 2 diabetes	female	2	1	1	1	NA	NA	NA	NA
Number of children ever born:Type 2 diabetes	male	2	1	1	1	NA	NA	NA	NA
Number of children ever born:Waist circumference	female	4	2	2	2	NA	NA	NA	NA
Number of children ever born:Waist circumference	male	1	1	NA	NA	NA	NA	NA	NA
Number of children ever born:Waist circumference (adjBMI)	female	1	1	NA	NA	NA	NA	NA	NA
Number of children ever born:Waist circumference (adjBMI)	male	2	2	NA	NA	NA	NA	NA	NA
Number of children ever born:Waist-hip ratio	female	2	2	NA	NA	NA	NA	NA	NA
Number of children ever born:Waist-hip ratio (adjBMI)	female	1	1	NA	NA	NA	NA	NA	NA
Number of children ever born:Weight	female	1	1	NA	NA	NA	NA	NA	NA
Number of children ever born:Weight	male	2	1	1	1	NA	NA	NA	NA
PTSD:Right Putamen	female	3	2	1	1	NA	NA	NA	NA
PTSD:Right Putamen	male	1	1	NA	NA	NA	1	1	NA
PTSD:Risk-taking behaviour	female	3	NA	3	2	1	NA	NA	NA
PTSD:Schizophrenia	female	2	NA	2	2	NA	NA	NA	NA
PTSD:Schizophrenia	male	2	NA	2	NA	2	NA	NA	NA
PTSD:Snoring	female	1	NA	1	1	NA	NA	NA	NA
PTSD:TC	female	33	17	16	12	4	NA	NA	NA
PTSD:TC	male	17	14	3	1	2	NA	NA	NA
PTSD:Thyroid-stimulating hormone	female	3	2	1	1	NA	NA	NA	NA
PTSD:Thyroid-stimulating hormone	male	1	1	NA	NA	NA	NA	NA	NA
PTSD:Type 2 diabetes	female	2	2	NA	NA	NA	NA	NA	NA
PTSD:Type 2 diabetes	male	6	2	4	NA	4	NA	NA	NA
PTSD:Waist circumference	female	1	NA	1	1	NA	NA	NA	NA
PTSD:Waist circumference	male	1	NA	1	NA	1	NA	NA	NA
PTSD:Waist circumference (adjBMI)	female	1	1	NA	NA	NA	NA	NA	NA
PTSD:Waist circumference (adjBMI)	male	3	1	2	1	1	NA	NA	NA
PTSD:Waist-hip ratio	female	4	2	2	1	1	NA	NA	NA
PTSD:Waist-hip ratio (<= 50 yrs, adjBMI)	female	1	1	NA	NA	NA	NA	NA	NA
PTSD:Waist-hip ratio (> 50 yrs, adjBMI)	female	3	2	1	1	NA	NA	NA	NA
PTSD:Waist-hip ratio (adjBMI)	female	3	1	2	1	1	NA	NA	NA
PTSD:Waist-hip ratio (adjBMI)	male	1	1	NA	NA	NA	NA	NA	NA
Parkinson's disease:PTSD	female	1	1	NA	NA	NA	NA	NA	NA
Parkinson's disease:PTSD	male	1	1	NA	NA	NA	NA	NA	NA
Parkinson's disease:Performance IQ	female	3	1	2	1	1	NA	NA	NA
Parkinson's disease:Performance IQ	male	1	NA	1	1	NA	NA	NA	NA
Parkinson's disease:Pubertal growth	female	1	NA	1	1	NA	NA	NA	NA
Parkinson's disease:Pubertal growth	male	1	NA	1	NA	1	NA	NA	NA
Parkinson's disease:Right Putamen	female	5	3	2	NA	2	1	NA	1
Parkinson's disease:Right Putamen	male	3	2	1	1	NA	1	NA	1
Parkinson's disease:Risk-taking behaviour	female	3	2	1	1	NA	NA	NA	NA
Parkinson's disease:Risk-taking behaviour	male	1	NA	1	NA	1	NA	NA	NA
Parkinson's disease:Schizophrenia	female	4	NA	4	2	2	NA	NA	NA
Parkinson's disease:Schizophrenia	male	8	2	6	3	3	2	NA	2
Parkinson's disease:Snoring	female	3	3	NA	NA	NA	2	NA	2
Parkinson's disease:Snoring	male	2	2	NA	NA	NA	1	NA	1
Parkinson's disease:Spelling	male	2	1	1	1	NA	NA	NA	NA
Parkinson's disease:TC	female	20	10	10	6	4	3	NA	3
Parkinson's disease:TC	male	25	17	8	3	5	3	1	2
Parkinson's disease:Thyroid-stimulating hormone	female	6	5	1	1	NA	1	1	NA
Parkinson's disease:Thyroid-stimulating hormone	male	4	3	1	NA	1	1	NA	1
Parkinson's disease:Type 2 diabetes	female	8	5	3	3	NA	2	2	NA
Parkinson's disease:Type 2 diabetes	male	11	6	5	2	3	NA	NA	NA
Parkinson's disease:Waist circumference	female	4	4	NA	NA	NA	NA	NA	NA
Parkinson's disease:Waist circumference	male	4	2	2	2	NA	NA	NA	NA
Parkinson's disease:Waist circumference (adjBMI)	female	3	2	1	NA	1	1	1	NA
Parkinson's disease:Waist circumference (adjBMI)	male	5	2	3	2	1	1	1	NA
Parkinson's disease:Waist-hip ratio	female	5	4	1	1	NA	NA	NA	NA
Parkinson's disease:Waist-hip ratio	male	2	1	1	NA	1	NA	NA	NA
Parkinson's disease:Waist-hip ratio (<= 50 yrs, adjBMI)	female	3	1	2	1	1	NA	NA	NA
Parkinson's disease:Waist-hip ratio (<= 50 yrs, adjBMI)	male	1	1	NA	NA	NA	NA	NA	NA
Parkinson's disease:Waist-hip ratio (> 50 yrs, adjBMI)	female	2	1	1	1	NA	NA	NA	NA
Parkinson's disease:Waist-hip ratio (> 50 yrs, adjBMI)	male	2	1	1	1	NA	NA	NA	NA
Parkinson's disease:Waist-hip ratio (adjBMI)	female	5	2	3	3	NA	NA	NA	NA
Parkinson's disease:Waist-hip ratio (adjBMI)	male	1	1	NA	NA	NA	NA	NA	NA
Parkinson's disease:Weight	female	3	3	NA	NA	NA	NA	NA	NA
Parkinson's disease:Weight	male	4	1	3	NA	3	1	1	NA
Parkinson's disease:Word reading	female	2	NA	2	NA	2	NA	NA	NA
Parkinson's disease:Word reading	male	3	1	2	1	1	NA	NA	NA
Performance IQ:Schizophrenia	female	1	1	NA	NA	NA	NA	NA	NA
Performance IQ:Schizophrenia	male	1	1	NA	NA	NA	NA	NA	NA
Performance IQ:Snoring	female	2	2	NA	NA	NA	NA	NA	NA
Performance IQ:TC	female	20	11	9	6	3	NA	NA	NA
Performance IQ:TC	male	16	8	8	6	2	NA	NA	NA
Performance IQ:Thyroid-stimulating hormone	female	2	2	NA	NA	NA	NA	NA	NA
Performance IQ:Thyroid-stimulating hormone	male	2	NA	2	1	1	NA	NA	NA
Performance IQ:Type 2 diabetes	female	6	2	4	3	1	NA	NA	NA
Performance IQ:Type 2 diabetes	male	6	5	1	NA	1	NA	NA	NA
Performance IQ:Waist circumference	female	1	NA	1	NA	1	NA	NA	NA
Performance IQ:Waist circumference	male	1	NA	1	1	NA	NA	NA	NA
Performance IQ:Waist circumference (adjBMI)	female	2	2	NA	NA	NA	NA	NA	NA
Pubertal growth:TC	female	12	7	5	1	4	NA	NA	NA
Pubertal growth:TC	male	5	1	4	1	3	NA	NA	NA
Pubertal growth:Thyroid-stimulating hormone	female	3	2	1	NA	1	NA	NA	NA
Pubertal growth:Thyroid-stimulating hormone	male	2	1	1	NA	1	NA	NA	NA
Pubertal growth:Type 2 diabetes	female	2	1	1	NA	1	NA	NA	NA
Pubertal growth:Type 2 diabetes	male	4	2	2	1	1	NA	NA	NA
Pubertal growth:Waist circumference	female	4	4	NA	NA	NA	2	2	NA
Pubertal growth:Waist circumference	male	1	1	NA	NA	NA	NA	NA	NA
Pubertal growth:Waist circumference (adjBMI)	female	3	NA	3	2	1	NA	NA	NA
Pubertal growth:Waist circumference (adjBMI)	male	6	NA	6	3	3	2	2	NA
Pubertal growth:Waist-hip ratio	female	1	1	NA	NA	NA	NA	NA	NA
Pubertal growth:Waist-hip ratio	male	1	1	NA	NA	NA	NA	NA	NA
Pubertal growth:Waist-hip ratio (<= 50 yrs, adjBMI)	female	1	1	NA	NA	NA	NA	NA	NA
Pubertal growth:Waist-hip ratio (> 50 yrs, adjBMI)	female	1	1	NA	NA	NA	NA	NA	NA
Pubertal growth:Waist-hip ratio (adjBMI)	female	2	2	NA	NA	NA	NA	NA	NA
Pubertal growth:Waist-hip ratio (adjBMI)	male	1	NA	1	1	NA	NA	NA	NA
Pubertal growth:Weight	female	2	2	NA	NA	NA	1	1	NA
Pubertal growth:Weight	male	2	NA	2	1	1	NA	NA	NA
Right Putamen:Risk-taking behaviour	female	1	1	NA	NA	NA	NA	NA	NA
Right Putamen:Risk-taking behaviour	male	2	NA	2	2	NA	NA	NA	NA
Right Putamen:Schizophrenia	female	4	1	3	3	NA	1	1	NA
Right Putamen:Schizophrenia	male	6	3	3	3	NA	3	2	1
Right Putamen:Snoring	female	4	1	3	1	2	1	NA	1
Right Putamen:Snoring	male	2	NA	2	2	NA	NA	NA	NA
Right Putamen:Spelling	female	1	1	NA	NA	NA	1	1	NA
Right Putamen:TC	female	25	18	7	2	5	1	1	NA
Right Putamen:TC	male	37	14	23	8	15	2	NA	2
Right Putamen:Thyroid-stimulating hormone	female	4	2	2	1	1	NA	NA	NA
Right Putamen:Thyroid-stimulating hormone	male	8	4	4	4	NA	1	1	NA
Right Putamen:Type 2 diabetes	female	7	5	2	1	1	1	1	NA
Right Putamen:Type 2 diabetes	male	4	4	NA	NA	NA	1	1	NA
Right Putamen:Waist circumference	female	4	1	3	3	NA	NA	NA	NA
Right Putamen:Waist circumference	male	2	2	NA	NA	NA	NA	NA	NA
Right Putamen:Waist circumference (adjBMI)	female	3	1	2	1	1	1	1	NA
Right Putamen:Waist circumference (adjBMI)	male	1	NA	1	1	NA	NA	NA	NA
Right Putamen:Waist-hip ratio	female	4	2	2	1	1	1	1	NA
Right Putamen:Waist-hip ratio	male	1	NA	1	NA	1	NA	NA	NA
Right Putamen:Waist-hip ratio (<= 50 yrs, adjBMI)	female	1	NA	1	NA	1	NA	NA	NA
Right Putamen:Waist-hip ratio (<= 50 yrs, adjBMI)	male	1	1	NA	NA	NA	NA	NA	NA
Right Putamen:Waist-hip ratio (> 50 yrs, adjBMI)	female	1	NA	1	NA	1	NA	NA	NA
Right Putamen:Waist-hip ratio (adjBMI)	female	4	2	2	1	1	NA	NA	NA
Right Putamen:Weight	female	2	NA	2	2	NA	NA	NA	NA
Right Putamen:Weight	male	1	1	NA	NA	NA	NA	NA	NA
Risk-taking behaviour:Schizophrenia	female	7	1	6	3	3	2	1	1
Risk-taking behaviour:Schizophrenia	male	4	NA	4	2	2	1	1	NA
Risk-taking behaviour:Snoring	female	3	1	2	2	NA	NA	NA	NA
Risk-taking behaviour:Snoring	male	1	NA	1	NA	1	NA	NA	NA
Risk-taking behaviour:TC	female	22	13	9	5	4	1	1	NA
Risk-taking behaviour:TC	male	31	11	20	11	9	NA	NA	NA
Risk-taking behaviour:Thyroid-stimulating hormone	female	4	1	3	2	1	NA	NA	NA
Risk-taking behaviour:Thyroid-stimulating hormone	male	7	2	5	1	4	NA	NA	NA
Risk-taking behaviour:Type 2 diabetes	female	3	2	1	NA	1	NA	NA	NA
Risk-taking behaviour:Type 2 diabetes	male	6	2	4	2	2	NA	NA	NA
Risk-taking behaviour:Waist circumference	female	5	1	4	3	1	2	1	1
Risk-taking behaviour:Waist circumference	male	6	2	4	NA	4	1	1	NA
Risk-taking behaviour:Waist circumference (adjBMI)	female	3	2	1	1	NA	NA	NA	NA
Risk-taking behaviour:Waist-hip ratio	female	3	2	1	1	NA	1	1	NA
Risk-taking behaviour:Waist-hip ratio	male	3	1	2	NA	2	NA	NA	NA
Risk-taking behaviour:Waist-hip ratio (> 50 yrs, adjBMI)	female	1	1	NA	NA	NA	NA	NA	NA
Risk-taking behaviour:Waist-hip ratio (adjBMI)	female	4	2	2	1	1	NA	NA	NA
Risk-taking behaviour:Waist-hip ratio (adjBMI)	male	1	1	NA	NA	NA	NA	NA	NA
Risk-taking behaviour:Weight	female	4	NA	4	1	3	1	NA	1
Risk-taking behaviour:Weight	male	4	3	1	NA	1	NA	NA	NA
Schizophrenia:Snoring	female	5	5	NA	NA	NA	1	1	NA
Schizophrenia:Snoring	male	6	6	NA	NA	NA	1	NA	1
Schizophrenia:Spelling	female	1	1	NA	NA	NA	1	1	NA
Schizophrenia:Spelling	male	1	NA	1	NA	1	NA	NA	NA
Schizophrenia:TC	female	33	23	10	5	5	7	3	4
Schizophrenia:TC	male	40	17	23	13	10	10	6	4
Schizophrenia:Thyroid-stimulating hormone	female	3	1	2	2	NA	NA	NA	NA
Schizophrenia:Thyroid-stimulating hormone	male	3	3	NA	NA	NA	1	1	NA
Schizophrenia:Type 2 diabetes	female	10	6	4	4	NA	2	2	NA
Schizophrenia:Type 2 diabetes	male	20	12	8	5	3	8	5	3
Schizophrenia:Waist circumference	female	7	4	3	2	1	1	1	NA
Schizophrenia:Waist circumference	male	2	1	1	NA	1	NA	NA	NA
Schizophrenia:Waist circumference (adjBMI)	female	3	2	1	1	NA	2	1	1
Schizophrenia:Waist circumference (adjBMI)	male	3	2	1	1	NA	2	2	NA
Schizophrenia:Waist-hip ratio	female	5	3	2	1	1	2	2	NA
Schizophrenia:Waist-hip ratio (<= 50 yrs, adjBMI)	female	3	2	1	1	NA	1	1	NA
Schizophrenia:Waist-hip ratio (<= 50 yrs, adjBMI)	male	1	NA	1	1	NA	1	1	NA
Schizophrenia:Waist-hip ratio (> 50 yrs, adjBMI)	female	3	2	1	NA	1	2	1	1
Schizophrenia:Waist-hip ratio (> 50 yrs, adjBMI)	male	1	NA	1	1	NA	NA	NA	NA
Schizophrenia:Waist-hip ratio (adjBMI)	female	5	3	2	1	1	2	2	NA
Schizophrenia:Waist-hip ratio (adjBMI)	male	3	1	2	2	NA	NA	NA	NA
Schizophrenia:Weight	female	4	2	2	1	1	3	3	NA
Schizophrenia:Weight	male	2	NA	2	2	NA	NA	NA	NA
Schizophrenia:Word reading	female	1	1	NA	NA	NA	NA	NA	NA
Schizophrenia:Word reading	male	1	1	NA	NA	NA	NA	NA	NA
Snoring:TC	female	43	25	18	10	8	4	3	1
Snoring:TC	male	26	10	16	7	9	1	1	NA
Snoring:Thyroid-stimulating hormone	female	4	NA	4	3	1	NA	NA	NA
Snoring:Thyroid-stimulating hormone	male	5	2	3	2	1	NA	NA	NA
Snoring:Type 2 diabetes	female	16	4	12	5	7	4	3	1
Snoring:Type 2 diabetes	male	16	6	10	4	6	1	1	NA
Snoring:Waist circumference	female	5	NA	5	2	3	1	1	NA
Snoring:Waist circumference	male	5	2	3	2	1	NA	NA	NA
Snoring:Waist circumference (adjBMI)	female	5	2	3	2	1	1	1	NA
Snoring:Waist circumference (adjBMI)	male	8	8	NA	NA	NA	NA	NA	NA
Snoring:Waist-hip ratio	female	6	1	5	4	1	1	1	NA
Snoring:Waist-hip ratio	male	4	1	3	2	1	2	2	NA
Snoring:Waist-hip ratio (<= 50 yrs, adjBMI)	female	3	1	2	2	NA	NA	NA	NA
Snoring:Waist-hip ratio (<= 50 yrs, adjBMI)	male	2	2	NA	NA	NA	NA	NA	NA
Snoring:Waist-hip ratio (> 50 yrs, adjBMI)	female	2	1	1	1	NA	1	1	NA
Snoring:Waist-hip ratio (> 50 yrs, adjBMI)	male	1	1	NA	NA	NA	NA	NA	NA
Snoring:Waist-hip ratio (adjBMI)	female	6	2	4	2	2	1	1	NA
Snoring:Waist-hip ratio (adjBMI)	male	4	2	2	1	1	NA	NA	NA
Snoring:Weight	female	4	1	3	2	1	2	2	NA
Snoring:Weight	male	5	2	3	2	1	2	2	NA
Snoring:Word reading	female	1	NA	1	NA	1	NA	NA	NA
Snoring:Word reading	male	1	1	NA	NA	NA	NA	NA	NA
Spelling:TC	female	14	8	6	3	3	1	1	NA
Spelling:TC	male	18	11	7	4	3	NA	NA	NA
Spelling:Thyroid-stimulating hormone	female	1	1	NA	NA	NA	NA	NA	NA
Spelling:Thyroid-stimulating hormone	male	4	3	1	NA	1	NA	NA	NA
Spelling:Type 2 diabetes	female	2	1	1	NA	1	NA	NA	NA
Spelling:Type 2 diabetes	male	3	2	1	1	NA	NA	NA	NA
Spelling:Waist circumference	female	1	NA	1	NA	1	NA	NA	NA
Spelling:Waist circumference	male	1	1	NA	NA	NA	NA	NA	NA
Spelling:Waist circumference (adjBMI)	female	2	1	1	1	NA	NA	NA	NA
Spelling:Waist circumference (adjBMI)	male	1	1	NA	NA	NA	NA	NA	NA
Spelling:Waist-hip ratio	female	1	1	NA	NA	NA	NA	NA	NA
Spelling:Waist-hip ratio	male	1	1	NA	NA	NA	NA	NA	NA
Spelling:Waist-hip ratio (adjBMI)	female	1	1	NA	NA	NA	NA	NA	NA
TC:Thyroid-stimulating hormone	female	33	12	21	15	6	6	5	1
TC:Thyroid-stimulating hormone	male	38	21	17	8	9	6	1	5
TC:Type 2 diabetes	female	97	42	55	28	27	30	15	15
TC:Type 2 diabetes	male	92	54	38	19	19	34	15	19
TC:Waist circumference	female	34	13	21	14	7	6	3	3
TC:Waist circumference	male	20	12	8	4	4	6	4	2
TC:Waist circumference (adjBMI)	female	42	18	24	13	11	8	7	1
TC:Waist circumference (adjBMI)	male	28	13	15	5	10	1	1	NA
TC:Waist-hip ratio	female	47	7	40	23	17	9	7	2
TC:Waist-hip ratio	male	18	9	9	7	2	3	1	2
TC:Waist-hip ratio (<= 50 yrs, adjBMI)	female	18	4	14	8	6	6	6	NA
TC:Waist-hip ratio (<= 50 yrs, adjBMI)	male	14	4	10	5	5	NA	NA	NA
TC:Waist-hip ratio (> 50 yrs, adjBMI)	female	28	1	27	17	10	8	7	1
TC:Waist-hip ratio (> 50 yrs, adjBMI)	male	12	5	7	5	2	1	NA	1
TC:Waist-hip ratio (adjBMI)	female	45	8	37	23	14	13	11	2
TC:Waist-hip ratio (adjBMI)	male	21	10	11	9	2	2	1	1
TC:Weight	female	25	14	11	3	8	1	1	NA
TC:Weight	male	27	22	5	2	3	8	5	3
TC:Word reading	female	20	9	11	5	6	NA	NA	NA
TC:Word reading	male	21	9	12	4	8	NA	NA	NA
Thyroid-stimulating hormone:Type 2 diabetes	female	11	6	5	2	3	2	1	1
Thyroid-stimulating hormone:Type 2 diabetes	male	15	8	7	4	3	7	4	3
Thyroid-stimulating hormone:Waist circumference	female	6	2	4	2	2	NA	NA	NA
Thyroid-stimulating hormone:Waist circumference	male	5	3	2	NA	2	NA	NA	NA
Thyroid-stimulating hormone:Waist circumference (adjBMI)	female	5	3	2	1	1	NA	NA	NA
Thyroid-stimulating hormone:Waist circumference (adjBMI)	male	10	6	4	3	1	NA	NA	NA
Thyroid-stimulating hormone:Waist-hip ratio	female	4	2	2	1	1	NA	NA	NA
Thyroid-stimulating hormone:Waist-hip ratio	male	4	2	2	1	1	NA	NA	NA
Thyroid-stimulating hormone:Waist-hip ratio (<= 50 yrs, adjBMI)	female	1	NA	1	NA	1	NA	NA	NA
Thyroid-stimulating hormone:Waist-hip ratio (> 50 yrs, adjBMI)	female	2	1	1	1	NA	NA	NA	NA
Thyroid-stimulating hormone:Waist-hip ratio (> 50 yrs, adjBMI)	male	6	4	2	1	1	NA	NA	NA
Thyroid-stimulating hormone:Waist-hip ratio (adjBMI)	female	8	5	3	NA	3	NA	NA	NA
Thyroid-stimulating hormone:Waist-hip ratio (adjBMI)	male	6	3	3	3	NA	NA	NA	NA
Thyroid-stimulating hormone:Weight	male	3	1	2	1	1	NA	NA	NA
Thyroid-stimulating hormone:Word reading	female	3	3	NA	NA	NA	NA	NA	NA
Thyroid-stimulating hormone:Word reading	male	2	1	1	1	NA	NA	NA	NA
Type 2 diabetes:Waist circumference	female	26	8	18	12	6	11	10	1
Type 2 diabetes:Waist circumference	male	36	24	12	9	3	11	11	NA
Type 2 diabetes:Waist circumference (adjBMI)	female	24	5	19	11	8	9	7	2
Type 2 diabetes:Waist circumference (adjBMI)	male	26	17	9	6	3	7	6	1
Type 2 diabetes:Waist-hip ratio	female	28	5	23	16	7	13	10	3
Type 2 diabetes:Waist-hip ratio	male	18	10	8	7	1	10	9	1
Type 2 diabetes:Waist-hip ratio (<= 50 yrs, adjBMI)	female	16	NA	16	9	7	6	6	NA
Type 2 diabetes:Waist-hip ratio (<= 50 yrs, adjBMI)	male	7	4	3	1	2	1	NA	1
Type 2 diabetes:Waist-hip ratio (> 50 yrs, adjBMI)	female	30	NA	30	14	16	11	11	NA
Type 2 diabetes:Waist-hip ratio (> 50 yrs, adjBMI)	male	16	9	7	3	4	3	2	1
Type 2 diabetes:Waist-hip ratio (adjBMI)	female	38	3	35	19	16	12	11	1
Type 2 diabetes:Waist-hip ratio (adjBMI)	male	14	8	6	2	4	3	2	1
Type 2 diabetes:Weight	female	18	10	8	5	3	9	9	NA
