CODE NOM_NUM_PLEIO_SUBSETS NOM_NUM_PLEIO_SUBSETS_EMP_P NOM_VERBOSE MARG_NUM_PLEIO_SUBSETS MARG_NUM_PLEIO_SUBSETS_EMP_P MARG_VERBOSE SMALLEST_PLEIO_P_EMP_P
181m:bm4m 0 1 NOT 0 1 NOT 0.421
181m:bm5m 9 0.003 MORE 13 0.005 MORE 0.004
181m:bm6m 8 0.00699 MORE 11 0.00999 MORE 0.037
181m:bm7m 2 0.0899 NOT 6 0.041 MORE 0.122
181m:bm8m 1 0.208 NOT 4 0.0939 NOT 0.0689
181m:ch1m 0 1 NOT 0 1 NOT 0.488
181m:ch4m 2 0.115 NOT 5 0.0689 NOT 0.035
181m:ch5m 0 1 NOT 0 1 NOT 0.778
181m:ch6m 0 1 NOT 0 1 NOT 0.548
181m:l1m 63 0.000999 MORE 68 0.000999 MORE 0.000999
181m:l2m 38 0.000999 MORE 44 0.000999 MORE 0.000999
181m:l3m 31 0.000999 MORE 42 0.000999 MORE 0.000999
181m:l4m 68 0.000999 MORE 75 0.000999 MORE 0.000999
181m:l5m 26 0.000999 MORE 30 0.000999 MORE 0.000999
181m:r10m 3 0.0649 NOT 4 0.113 NOT 0.023
181m:r4m 3 0.046 MORE 4 0.0899 NOT 0.039
181m:r5m 25 0.000999 MORE 30 0.000999 MORE 0.000999
181m:r8m 5 0.016 MORE 14 0.005 MORE 0.0659
181m:r9m 1 0.208 NOT 4 0.0929 NOT 0.196
183f:189f 119 0.000999 MORE 120 0.000999 MORE 0.000999
183f:4371f 4 0.035 MORE 5 0.0669 NOT 0.0669
183f:4374f 0 1 NOT 0 1 NOT 0.393
183f:48f 12 0.002 MORE 16 0.003 MORE 0.000999
183f:51f 3 0.049 MORE 5 0.0609 NOT 0.027
183f:96f 10 0.002 MORE 12 0.004 MORE 0.003
183f:99f 1 0.203 NOT 5 0.0709 NOT 0.119
183f:a13f 30 0.000999 MORE 36 0.000999 MORE 0.000999
183f:a1f 6 0.013 MORE 9 0.019 MORE 0.000999
183f:a21f 10 0.004 MORE 12 0.00699 MORE 0.000999
183f:a22f 30 0.000999 MORE 36 0.000999 MORE 0.000999
183f:a27f 12 0.002 MORE 16 0.00599 MORE 0.019
183f:a28f 63 0.000999 MORE 67 0.000999 MORE 0.000999
183f:a29f 31 0.000999 MORE 35 0.000999 MORE 0.000999
183f:a30f 31 0.000999 MORE 40 0.000999 MORE 0.000999
183f:a7f 0 1 NOT 0 1 NOT 0.464
183f:a8f 45 0.000999 MORE 48 0.000999 MORE 0.000999
183f:a9f 6 0.013 MORE 12 0.00599 MORE 0.013
183f:ADr1uf 0 1 NOT 0 1 NOT 0.566
183f:bm1f 1 0.211 NOT 3 0.139 NOT 0.0999
183f:bm2f 1 0.177 NOT 2 0.193 NOT 0.154
183f:bm4f 2 0.102 NOT 3 0.152 NOT 0.141
183f:bm5f 12 0.002 MORE 13 0.005 MORE 0.000999
183f:bm6f 4 0.042 MORE 5 0.0669 NOT 0.00599
183f:bm7f 3 0.045 MORE 4 0.0829 NOT 0.00899
183f:bm8f 5 0.019 MORE 10 0.012 MORE 0.00999
183f:ch1f 0 1 NOT 1 0.362 NOT 0.236
183f:ch4f 0 1 NOT 0 1 NOT 0.56
183f:ch5f 3 0.0509 NOT 5 0.0739 NOT 0.046
183f:ch6f 7 0.005 MORE 7 0.027 MORE 0.00999
183f:l1f 68 0.000999 MORE 74 0.000999 MORE 0.000999
183f:l2f 50 0.000999 MORE 54 0.000999 MORE 0.000999
183f:l3f 45 0.000999 MORE 51 0.000999 MORE 0.000999
183f:l4f 68 0.000999 MORE 72 0.000999 MORE 0.000999
183f:l5f 54 0.000999 MORE 61 0.000999 MORE 0.000999
183f:r10f 0 1 NOT 5 0.0709 NOT 0.232
183f:r4f 2 0.0819 NOT 7 0.022 MORE 0.0679
183f:r5f 5 0.016 MORE 7 0.024 MORE 0.000999
183f:r8f 2 0.0849 NOT 2 0.23 NOT 0.047
183f:r9f 3 0.0559 NOT 9 0.014 MORE 0.0509
187m:4370m 3 0.0549 NOT 6 0.041 MORE 0.033
187m:4373m 0 1 NOT 0 1 NOT 0.543
187m:49m 0 1 NOT 1 0.375 NOT 0.355
187m:97m 4 0.029 MORE 4 0.0819 NOT 0.023
187m:a13m 17 0.000999 MORE 24 0.000999 MORE 0.002
187m:a1m 1 0.188 NOT 2 0.215 NOT 0.147
187m:a21m 10 0.002 MORE 13 0.00899 MORE 0.014
187m:a22m 10 0.004 MORE 14 0.005 MORE 0.002
187m:a27m 8 0.00799 MORE 15 0.00899 MORE 0.005
187m:a28m 12 0.492 NOT 16 0.494 NOT 0.488
187m:a29m 12 0.000999 MORE 16 0.002 MORE 0.000999
187m:a30m 15 0.000999 MORE 22 0.000999 MORE 0.000999
187m:a7m 3 0.0639 NOT 4 0.0919 NOT 0.00899
187m:a8m 41 0.000999 MORE 46 0.000999 MORE 0.000999
187m:a9m 9 0.00699 MORE 12 0.015 MORE 0.014
187m:ADr1um 0 1 NOT 1 0.39 NOT 0.311
187m:bm1m 1 0.221 NOT 2 0.242 NOT 0.038
187m:bm2m 1 0.202 NOT 4 0.105 NOT 0.034
187m:bm4m 0 1 NOT 0 1 NOT 0.744
187m:bm5m 1 0.223 NOT 6 0.042 MORE 0.0939
187m:bm6m 6 0.00799 MORE 13 0.002 MORE 0.0529
187m:bm7m 4 0.039 MORE 6 0.045 MORE 0.014
187m:bm8m 0 1 NOT 1 0.367 NOT 0.35
187m:ch1m 0 1 NOT 0 1 NOT 0.651
187m:ch4m 0 1 NOT 0 1 NOT 0.515
187m:ch5m 0 1 NOT 0 1 NOT 0.955
187m:ch6m 1 0.216 NOT 1 0.394 NOT 0.2
187m:l1m 58 0.000999 MORE 60 0.000999 MORE 0.000999
187m:l2m 29 0.000999 MORE 37 0.000999 MORE 0.000999
187m:l3m 38 0.000999 MORE 45 0.000999 MORE 0.000999
187m:l4m 53 0.000999 MORE 59 0.000999 MORE 0.000999
187m:l5m 36 0.000999 MORE 48 0.000999 MORE 0.000999
187m:r10m 1 0.2 NOT 6 0.0529 NOT 0.158
187m:r4m 1 0.214 NOT 2 0.229 NOT 0.175
187m:r5m 16 0.000999 MORE 20 0.002 MORE 0.000999
187m:r8m 2 0.104 NOT 2 0.235 NOT 0.036
187m:r9m 1 0.172 NOT 4 0.0719 NOT 0.134
189f:4371f 4 0.022 MORE 6 0.042 MORE 0.0649
189f:4374f 6 0.013 MORE 14 0.005 MORE 0.004
189f:48f 6 0.013 MORE 11 0.012 MORE 0.002
189f:51f 1 0.202 NOT 3 0.16 NOT 0.195
189f:96f 14 0.000999 MORE 16 0.002 MORE 0.004
189f:99f 1 0.2 NOT 3 0.132 NOT 0.176
189f:a13f 18 0.000999 MORE 26 0.000999 MORE 0.002
189f:a1f 0 1 NOT 3 0.133 NOT 0.242
189f:a21f 5 0.013 MORE 10 0.00999 MORE 0.000999
189f:a22f 24 0.000999 MORE 30 0.000999 MORE 0.000999
189f:a27f 3 0.0899 NOT 10 0.033 MORE 0.0539
189f:a28f 35 0.000999 MORE 38 0.000999 MORE 0.000999
189f:a29f 4 0.033 MORE 7 0.038 MORE 0.004
189f:a30f 16 0.000999 MORE 23 0.000999 MORE 0.003
189f:a7f 0 1 NOT 0 1 NOT 0.878
189f:a8f 36 0.000999 MORE 44 0.000999 MORE 0.000999
189f:a9f 1 0.216 NOT 2 0.245 NOT 0.17
189f:ADr1uf 0 1 NOT 1 0.37 NOT 0.264
189f:bm1f 2 0.0829 NOT 2 0.213 NOT 0.192
189f:bm2f 0 1 NOT 0 1 NOT 0.551
189f:bm4f 0 1 NOT 0 1 NOT 0.796
189f:bm5f 6 0.00699 MORE 12 0.00599 MORE 0.014
189f:bm6f 4 0.026 MORE 4 0.0789 NOT 0.022
189f:bm7f 4 0.035 MORE 4 0.0919 NOT 0.015
189f:bm8f 6 0.011 MORE 6 0.039 MORE 0.012
189f:ch1f 2 0.0929 NOT 2 0.215 NOT 0.151
189f:ch4f 0 1 NOT 1 0.36 NOT 0.355
189f:ch5f 3 0.049 MORE 6 0.033 MORE 0.0699
189f:ch6f 2 0.114 NOT 7 0.033 MORE 0.029
189f:l1f 67 0.000999 MORE 72 0.000999 MORE 0.000999
189f:l2f 57 0.000999 MORE 63 0.000999 MORE 0.000999
189f:l3f 50 0.000999 MORE 58 0.000999 MORE 0.000999
189f:l4f 62 0.000999 MORE 72 0.000999 MORE 0.000999
189f:l5f 61 0.000999 MORE 70 0.000999 MORE 0.000999
189f:r10f 3 0.0559 NOT 3 0.15 NOT 0.142
189f:r4f 4 0.019 MORE 7 0.021 MORE 0.0599
189f:r5f 1 0.208 NOT 3 0.152 NOT 0.193
189f:r8f 7 0.011 MORE 10 0.012 MORE 0.0579
189f:r9f 5 0.02 MORE 12 0.00799 MORE 0.0779
4370m:4373m 47 0.000999 MORE 50 0.000999 MORE 0.000999
4370m:49m 0 1 NOT 0 1 NOT 0.39
4370m:52m 0 1 NOT 1 0.384 NOT 0.33
4370m:97m 0 1 NOT 1 0.363 NOT 0.253
4370m:a13m 0 1 NOT 0 1 NOT 0.644
4370m:a1m 0 1 NOT 0 1 NOT 0.5
4370m:a21m 6 0.012 MORE 7 0.026 MORE 0.00599
4370m:a22m 0 1 NOT 2 0.183 NOT 0.278
4370m:a27m 0 1 NOT 0 1 NOT 0.529
4370m:a28m 0 1 NOT 0 1 NOT 0.602
4370m:a29m 1 0.157 NOT 1 0.338 NOT 0.025
4370m:a30m 0 1 NOT 0 1 NOT 0.53
4370m:a7m 3 0.039 MORE 4 0.0719 NOT 0.011
4370m:a8m 0 1 NOT 1 0.344 NOT 0.343
4370m:a9m 0 1 NOT 1 0.309 NOT 0.232
4370m:ADr1um 0 1 NOT 0 1 NOT 0.42
4370m:bm1m 3 0.031 MORE 7 0.019 MORE 0.004
4370m:bm2m 0 1 NOT 0 1 NOT 0.725
4370m:bm4m 0 1 NOT 0 1 NOT 0.367
4370m:bm5m 0 1 NOT 0 1 NOT 0.755
4370m:bm6m 1 0.146 NOT 2 0.182 NOT 0.127
4370m:bm7m 0 1 NOT 1 0.31 NOT 0.285
4370m:bm8m 2 0.0659 NOT 3 0.103 NOT 0.111
4370m:ch1m 0 1 NOT 0 1 NOT 0.448
4370m:ch4m 0 1 NOT 0 1 NOT 0.721
4370m:ch5m 0 1 NOT 0 1 NOT 0.636
4370m:ch6m 0 1 NOT 0 1 NOT 0.675
4370m:l1m 2 0.0799 NOT 3 0.119 NOT 0.0549
4370m:l2m 4 0.026 MORE 6 0.033 MORE 0.016
4370m:l3m 6 0.013 MORE 14 0.004 MORE 0.016
4370m:l4m 1 0.17 NOT 3 0.12 NOT 0.153
4370m:l5m 4 0.023 MORE 6 0.035 MORE 0.011
4370m:r10m 1 0.196 NOT 6 0.042 MORE 0.161
4370m:r4m 0 1 NOT 0 1 NOT 0.506
4370m:r5m 0 1 NOT 0 1 NOT 0.536
4370m:r8m 0 1 NOT 2 0.164 NOT 0.186
4370m:r9m 6 0.00899 MORE 7 0.026 MORE 0.039
4371f:4374f 52 0.000999 MORE 59 0.000999 MORE 0.000999
4371f:48f 2 0.0929 NOT 2 0.203 NOT 0.037
4371f:51f 2 0.0929 NOT 4 0.0849 NOT 0.0719
4371f:96f 0 1 NOT 0 1 NOT 0.794
4371f:99f 0 1 NOT 0 1 NOT 0.589
4371f:a13f 4 0.015 MORE 8 0.00799 MORE 0.0709
4371f:a1f 0 1 NOT 0 1 NOT 0.681
4371f:a21f 0 1 NOT 0 1 NOT 0.532
4371f:a22f 0 1 NOT 1 0.341 NOT 0.193
4371f:a27f 0 1 NOT 0 1 NOT 0.61
4371f:a28f 1 0.209 NOT 1 0.399 NOT 0.151
4371f:a29f 1 0.168 NOT 2 0.179 NOT 0.117
4371f:a30f 0 1 NOT 0 1 NOT 0.38
4371f:a7f 0 1 NOT 0 1 NOT 0.583
4371f:a8f 1 0.152 NOT 5 0.0589 NOT 0.0639
4371f:a9f 1 0.182 NOT 2 0.195 NOT 0.145
4371f:ADr1uf 10 0.000999 MORE 10 0.00599 MORE 0.002
4371f:bm1f 0 1 NOT 0 1 NOT 0.462
4371f:bm2f 0 1 NOT 0 1 NOT 0.813
4371f:bm4f 0 1 NOT 0 1 NOT 0.411
4371f:bm5f 0 1 NOT 2 0.161 NOT 0.263
4371f:bm6f 0 1 NOT 0 1 NOT 0.746
4371f:bm7f 0 1 NOT 0 1 NOT 0.602
4371f:bm8f 0 1 NOT 0 1 NOT 0.825
4371f:ch1f 4 0.019 MORE 8 0.011 MORE 0.038
4371f:ch4f 0 1 NOT 0 1 NOT 0.474
4371f:ch5f 0 1 NOT 0 1 NOT 0.32
4371f:ch6f 0 1 NOT 0 1 NOT 0.517
4371f:l1f 2 0.0559 NOT 4 0.0539 NOT 0.004
4371f:l2f 2 0.0749 NOT 6 0.033 MORE 0.00699
4371f:l3f 6 0.011 MORE 11 0.00599 MORE 0.004
4371f:l4f 2 0.0779 NOT 2 0.167 NOT 0.00699
4371f:l5f 1 0.13 NOT 3 0.103 NOT 0.0599
4371f:r10f 0 1 NOT 0 1 NOT 0.68
4371f:r4f 2 0.0549 NOT 4 0.0649 NOT 0.0819
4371f:r5f 6 0.014 MORE 11 0.00799 MORE 0.048
4371f:r8f 0 1 NOT 0 1 NOT 0.763
4371f:r9f 0 1 NOT 0 1 NOT 0.704
4373m:49m 3 0.0509 NOT 4 0.0889 NOT 0.111
4373m:52m 0 1 NOT 2 0.217 NOT 0.223
4373m:97m 2 0.0919 NOT 2 0.22 NOT 0.169
4373m:a13m 2 0.0689 NOT 4 0.0559 NOT 0.0589
4373m:a1m 0 1 NOT 0 1 NOT 0.558
4373m:a21m 0 1 NOT 0 1 NOT 0.82
4373m:a22m 0 1 NOT 0 1 NOT 0.726
4373m:a27m 0 1 NOT 1 0.379 NOT 0.3
4373m:a28m 1 0.213 NOT 4 0.0929 NOT 0.0619
4373m:a29m 0 1 NOT 1 0.309 NOT 0.265
4373m:a30m 0 1 NOT 0 1 NOT 0.559
4373m:a7m 1 0.164 NOT 1 0.307 NOT 0.0609
4373m:a8m 5 0.012 MORE 9 0.00999 MORE 0.022
4373m:a9m 0 1 NOT 2 0.207 NOT 0.241
4373m:ADr1um 0 1 NOT 0 1 NOT 0.432
4373m:bm1m 0 1 NOT 0 1 NOT 0.751
4373m:bm2m 0 1 NOT 0 1 NOT 0.948
4373m:bm4m 1 0.141 NOT 1 0.32 NOT 0.107
4373m:bm5m 4 0.022 MORE 7 0.021 MORE 0.0789
4373m:bm6m 1 0.16 NOT 1 0.331 NOT 0.145
4373m:bm7m 0 1 NOT 0 1 NOT 0.605
4373m:bm8m 3 0.037 MORE 5 0.042 MORE 0.037
4373m:ch1m 0 1 NOT 0 1 NOT 0.619
4373m:ch4m 0 1 NOT 1 0.314 NOT 0.165
4373m:ch5m 0 1 NOT 0 1 NOT 0.52
4373m:ch6m 0 1 NOT 0 1 NOT 0.722
4373m:l1m 7 0.004 MORE 16 0.004 MORE 0.000999
4373m:l2m 8 0.002 MORE 15 0.003 MORE 0.003
4373m:l3m 3 0.04 MORE 15 0.000999 MORE 0.127
4373m:l4m 5 0.015 MORE 10 0.00599 MORE 0.00799
4373m:l5m 3 0.033 MORE 6 0.035 MORE 0.011
4373m:r10m 0 1 NOT 1 0.369 NOT 0.288
4373m:r4m 0 1 NOT 0 1 NOT 0.921
4373m:r5m 1 0.17 NOT 2 0.179 NOT 0.129
4373m:r8m 0 1 NOT 0 1 NOT 0.811
4373m:r9m 0 1 NOT 0 1 NOT 0.787
4374f:48f 1 0.186 NOT 3 0.128 NOT 0.144
4374f:51f 5 0.02 MORE 11 0.00999 MORE 0.0799
4374f:96f 0 1 NOT 0 1 NOT 0.636
4374f:99f 0 1 NOT 1 0.402 NOT 0.396
4374f:a13f 1 0.15 NOT 4 0.0629 NOT 0.0999
4374f:a1f 0 1 NOT 0 1 NOT 0.735
4374f:a21f 0 1 NOT 0 1 NOT 0.7
4374f:a22f 1 0.169 NOT 1 0.328 NOT 0.0859
4374f:a27f 8 0.004 MORE 10 0.012 MORE 0.003
4374f:a28f 0 1 NOT 0 1 NOT 0.669
4374f:a29f 0 1 NOT 0 1 NOT 0.836
4374f:a30f 4 0.029 MORE 6 0.046 MORE 0.0799
4374f:a7f 0 1 NOT 0 1 NOT 0.95
4374f:a8f 0 1 NOT 0 1 NOT 0.371
4374f:a9f 0 1 NOT 0 1 NOT 0.745
4374f:ADr1uf 0 1 NOT 0 1 NOT 0.9
4374f:bm1f 0 1 NOT 1 0.31 NOT 0.31
4374f:bm2f 0 1 NOT 0 1 NOT 0.899
4374f:bm4f 0 1 NOT 3 0.0959 NOT 0.203
4374f:bm5f 0 1 NOT 1 0.322 NOT 0.189
4374f:bm6f 0 1 NOT 0 1 NOT 0.917
4374f:bm7f 0 1 NOT 0 1 NOT 0.986
4374f:bm8f 0 1 NOT 0 1 NOT 0.367
4374f:ch1f 0 1 NOT 0 1 NOT 0.326
4374f:ch4f 0 1 NOT 0 1 NOT 0.964
4374f:ch5f 0 1 NOT 0 1 NOT 0.72
4374f:ch6f 3 0.026 MORE 4 0.0589 NOT 0.0539
4374f:l1f 1 0.146 NOT 4 0.0689 NOT 0.031
4374f:l2f 15 0.002 MORE 18 0.003 MORE 0.014
4374f:l3f 5 0.013 MORE 9 0.015 MORE 0.003
4374f:l4f 6 0.00599 MORE 8 0.018 MORE 0.000999
4374f:l5f 7 0.00799 MORE 14 0.003 MORE 0.027
4374f:r10f 0 1 NOT 0 1 NOT 0.399
4374f:r4f 1 0.148 NOT 1 0.311 NOT 0.14
4374f:r5f 1 0.18 NOT 2 0.19 NOT 0.12
4374f:r8f 0 1 NOT 1 0.301 NOT 0.254
4374f:r9f 0 1 NOT 0 1 NOT 0.347
48f:51f 71 0.000999 MORE 75 0.000999 MORE 0.000999
48f:96f 0 1 NOT 0 1 NOT 0.705
48f:99f 0 1 NOT 0 1 NOT 0.94
48f:a13f 19 0.000999 MORE 23 0.000999 MORE 0.000999
48f:a1f 18 0.000999 MORE 25 0.000999 MORE 0.002
48f:a21f 10 0.002 MORE 13 0.003 MORE 0.00599
48f:a22f 10 0.002 MORE 16 0.002 MORE 0.002
48f:a27f 22 0.000999 MORE 30 0.000999 MORE 0.019
48f:a28f 0 1 NOT 0 1 NOT 0.863
48f:a29f 46 0.000999 MORE 57 0.000999 MORE 0.000999
48f:a30f 74 0.000999 MORE 80 0.000999 MORE 0.000999
48f:a7f 0 1 NOT 0 1 NOT 0.673
48f:a8f 27 0.000999 MORE 31 0.000999 MORE 0.000999
48f:a9f 2 0.0939 NOT 2 0.2 NOT 0.154
48f:ADr1uf 2 0.0959 NOT 5 0.0559 NOT 0.0929
48f:bm1f 0 1 NOT 0 1 NOT 0.44
48f:bm2f 0 1 NOT 0 1 NOT 0.508
48f:bm4f 10 0.002 MORE 13 0.005 MORE 0.005
48f:bm5f 0 1 NOT 3 0.119 NOT 0.196
48f:bm6f 1 0.18 NOT 8 0.023 MORE 0.012
48f:bm7f 2 0.0969 NOT 6 0.037 MORE 0.114
48f:bm8f 0 1 NOT 0 1 NOT 0.669
48f:ch1f 4 0.028 MORE 4 0.0839 NOT 0.004
48f:ch4f 0 1 NOT 0 1 NOT 0.636
48f:ch5f 5 0.013 MORE 12 0.004 MORE 0.0869
48f:ch6f 2 0.0899 NOT 9 0.016 MORE 0.014
48f:l1f 47 0.000999 MORE 55 0.000999 MORE 0.000999
48f:l2f 20 0.000999 MORE 32 0.000999 MORE 0.000999
48f:l3f 28 0.000999 MORE 38 0.000999 MORE 0.000999
48f:l4f 44 0.000999 MORE 49 0.000999 MORE 0.000999
48f:l5f 20 0.000999 MORE 28 0.000999 MORE 0.000999
48f:r10f 7 0.005 MORE 9 0.015 MORE 0.00899
48f:r4f 4 0.03 MORE 8 0.025 MORE 0.043
48f:r5f 14 0.000999 MORE 20 0.000999 MORE 0.000999
48f:r8f 3 0.048 MORE 10 0.00999 MORE 0.034
48f:r9f 3 0.046 MORE 7 0.034 MORE 0.037
49m:52m 74 0.000999 MORE 78 0.000999 MORE 0.000999
49m:97m 0 1 NOT 1 0.38 NOT 0.205
49m:a13m 0 1 NOT 1 0.368 NOT 0.224
49m:a1m 0 1 NOT 0 1 NOT 0.562
49m:a21m 0 1 NOT 1 0.376 NOT 0.315
49m:a22m 8 0.00599 MORE 13 0.00699 MORE 0.025
49m:a27m 27 0.984 NOT 33 0.984 NOT 0.984
49m:a28m 7 0.98 NOT 10 0.98 NOT 0.981
49m:a29m 5 0.019 MORE 8 0.025 MORE 0.002
49m:a30m 43 0.000999 MORE 48 0.000999 MORE 0.000999
49m:a7m 2 0.0829 NOT 3 0.128 NOT 0.183
49m:a8m 12 0.002 MORE 20 0.000999 MORE 0.023
49m:a9m 10 0.003 MORE 20 0.002 MORE 0.00899
49m:ADr1um 0 1 NOT 0 1 NOT 0.863
49m:bm1m 0 1 NOT 0 1 NOT 0.765
49m:bm2m 0 1 NOT 0 1 NOT 0.872
49m:bm4m 1 0.196 NOT 1 0.396 NOT 0.142
49m:bm5m 0 1 NOT 0 1 NOT 0.499
49m:bm6m 0 1 NOT 1 0.366 NOT 0.291
49m:bm7m 0 1 NOT 0 1 NOT 0.361
49m:bm8m 0 1 NOT 1 0.359 NOT 0.325
49m:ch1m 0 1 NOT 1 0.355 NOT 0.222
49m:ch4m 0 1 NOT 0 1 NOT 0.542
49m:ch5m 0 1 NOT 0 1 NOT 0.442
49m:ch6m 0 1 NOT 0 1 NOT 0.708
49m:l1m 40 0.000999 MORE 46 0.000999 MORE 0.002
49m:l2m 17 0.000999 MORE 23 0.002 MORE 0.002
49m:l3m 20 0.000999 MORE 39 0.000999 MORE 0.000999
49m:l4m 29 0.000999 MORE 38 0.000999 MORE 0.000999
49m:l5m 3 0.05 MORE 5 0.0609 NOT 0.00999
49m:r10m 0 1 NOT 1 0.419 NOT 0.334
49m:r4m 0 1 NOT 0 1 NOT 0.553
49m:r5m 13 0.000999 MORE 17 0.002 MORE 0.000999
49m:r8m 1 0.181 NOT 1 0.372 NOT 0.127
49m:r9m 0 1 NOT 0 1 NOT 0.556
51f:96f 3 0.043 MORE 5 0.0549 NOT 0.025
51f:99f 0 1 NOT 0 1 NOT 0.629
51f:a13f 2 0.0799 NOT 8 0.015 MORE 0.14
51f:a1f 5 0.023 MORE 6 0.046 MORE 0.032
51f:a21f 0 1 NOT 1 0.337 NOT 0.274
51f:a22f 10 0.000999 MORE 17 0.000999 MORE 0.022
51f:a27f 2 0.853 NOT 3 0.867 NOT 0.834
51f:a28f 0 1 NOT 0 1 NOT 0.654
51f:a29f 16 0.002 MORE 24 0.002 MORE 0.002
51f:a30f 35 0.000999 MORE 42 0.000999 MORE 0.000999
51f:a7f 0 1 NOT 0 1 NOT 0.932
51f:a8f 32 0.000999 MORE 40 0.000999 MORE 0.000999
51f:a9f 0 1 NOT 0 1 NOT 0.424
51f:ADr1uf 1 0.202 NOT 1 0.363 NOT 0.18
51f:bm1f 0 1 NOT 0 1 NOT 0.711
51f:bm2f 0 1 NOT 2 0.2 NOT 0.184
51f:bm4f 3 0.043 MORE 9 0.013 MORE 0.0949
51f:bm5f 0 1 NOT 2 0.226 NOT 0.274
51f:bm6f 0 1 NOT 0 1 NOT 0.664
51f:bm7f 0 1 NOT 0 1 NOT 0.854
51f:bm8f 4 0.033 MORE 6 0.044 MORE 0.047
51f:ch1f 3 0.044 MORE 5 0.0509 NOT 0.112
51f:ch4f 0 1 NOT 1 0.387 NOT 0.214
51f:ch5f 0 1 NOT 0 1 NOT 0.717
51f:ch6f 8 0.005 MORE 13 0.003 MORE 0.016
51f:l1f 36 0.000999 MORE 39 0.000999 MORE 0.000999
51f:l2f 2 0.0769 NOT 3 0.125 NOT 0.00699
51f:l3f 0 1 NOT 0 1 NOT 0.435
51f:l4f 28 0.000999 MORE 39 0.000999 MORE 0.000999
51f:l5f 4 0.033 MORE 6 0.047 MORE 0.012
51f:r10f 0 1 NOT 2 0.218 NOT 0.235
51f:r4f 5 0.02 MORE 8 0.02 MORE 0.034
51f:r5f 3 0.0599 NOT 4 0.0999 NOT 0.0679
51f:r8f 9 0.00799 MORE 13 0.003 MORE 0.019
51f:r9f 1 0.195 NOT 3 0.127 NOT 0.158
52m:97m 1 0.207 NOT 2 0.226 NOT 0.128
52m:a13m 4 0.037 MORE 9 0.015 MORE 0.017
52m:a1m 0 1 NOT 0 1 NOT 0.784
52m:a21m 0 1 NOT 1 0.334 NOT 0.317
52m:a22m 0 1 NOT 0 1 NOT 0.522
52m:a27m 12 0.974 NOT 18 0.974 NOT 0.974
52m:a28m 0 1 NOT 1 0.994 NOT 0.993
52m:a29m 6 0.00799 MORE 10 0.00799 MORE 0.004
52m:a30m 24 0.000999 MORE 28 0.000999 MORE 0.000999
52m:a7m 0 1 NOT 1 0.347 NOT 0.198
52m:a8m 7 0.00799 MORE 11 0.011 MORE 0.039
52m:a9m 3 0.048 MORE 5 0.0599 NOT 0.0689
52m:ADr1um 0 1 NOT 0 1 NOT 0.413
52m:bm1m 0 1 NOT 4 0.0889 NOT 0.247
52m:bm2m 0 1 NOT 0 1 NOT 0.751
52m:bm4m 1 0.208 NOT 5 0.0699 NOT 0.0679
52m:bm5m 2 0.0899 NOT 3 0.129 NOT 0.0549
52m:bm6m 10 0.000999 MORE 18 0.000999 MORE 0.018
52m:bm7m 4 0.029 MORE 7 0.025 MORE 0.022
52m:bm8m 2 0.0949 NOT 4 0.0919 NOT 0.164
52m:ch1m 0 1 NOT 0 1 NOT 0.59
52m:ch4m 4 0.029 MORE 4 0.0969 NOT 0.032
52m:ch5m 0 1 NOT 0 1 NOT 0.885
52m:ch6m 0 1 NOT 0 1 NOT 0.625
52m:l1m 26 0.000999 MORE 30 0.000999 MORE 0.000999
52m:l2m 7 0.00599 MORE 19 0.000999 MORE 0.041
52m:l3m 8 0.005 MORE 15 0.005 MORE 0.004
52m:l4m 11 0.005 MORE 25 0.003 MORE 0.005
52m:l5m 5 0.011 MORE 11 0.00699 MORE 0.047
52m:r10m 4 0.038 MORE 5 0.0749 NOT 0.00799
52m:r4m 1 0.188 NOT 2 0.208 NOT 0.169
52m:r5m 10 0.002 MORE 17 0.002 MORE 0.00699
52m:r8m 15 0.002 MORE 21 0.002 MORE 0.013
52m:r9m 0 1 NOT 0 1 NOT 0.379
96f:99f 40 0.000999 MORE 46 0.000999 MORE 0.000999
96f:a13f 2 0.0979 NOT 3 0.162 NOT 0.0569
96f:a1f 3 0.0579 NOT 7 0.029 MORE 0.016
96f:a21f 6 0.012 MORE 12 0.00999 MORE 0.012
96f:a22f 1 0.201 NOT 4 0.0929 NOT 0.107
96f:a27f 7 0.99 NOT 14 0.99 NOT 0.99
96f:a28f 0 1 NOT 0 1 NOT 0.68
96f:a29f 1 0.193 NOT 3 0.144 NOT 0.147
96f:a30f 7 0.00699 MORE 16 0.002 MORE 0.016
96f:a7f 1 0.215 NOT 2 0.22 NOT 0.046
96f:a8f 6 0.012 MORE 11 0.017 MORE 0.000999
96f:a9f 0 1 NOT 4 0.0979 NOT 0.259
96f:ADr1uf 0 1 NOT 0 1 NOT 0.593
96f:bm1f 0 1 NOT 0 1 NOT 0.955
96f:bm2f 1 0.203 NOT 3 0.133 NOT 0.194
96f:bm4f 0 1 NOT 0 1 NOT 0.491
96f:bm5f 9 0.003 MORE 11 0.00699 MORE 0.003
96f:bm6f 0 1 NOT 1 0.399 NOT 0.383
96f:bm7f 0 1 NOT 0 1 NOT 0.904
96f:bm8f 0 1 NOT 0 1 NOT 0.944
96f:ch1f 6 0.013 MORE 12 0.00899 MORE 0.037
96f:ch4f 0 1 NOT 0 1 NOT 0.917
