sid	phenotype	description	variable_type	N	Ncontrol	Ncase	sex
2936_m	2936	Likelihood of resuming smoking	ordinal	48112	NA	NA	male
3637_m	3637	Frequency of other exercises in last 4 weeks	ordinal	77064	NA	NA	male
3647_m	3647	Duration of other exercises	ordinal	77134	NA	NA	male
4269_m	4269	Number of triplets attempted (left)	ordinal	54668	NA	NA	male
4270_m	4270	Volume level set by participant (left)	ordinal	54183	NA	NA	male
4276_m	4276	Number of triplets attempted (right)	ordinal	54706	NA	NA	male
4277_m	4277	Volume level set by participant (right)	ordinal	54195	NA	NA	male
4526_m	4526	Happiness	ordinal	55552	NA	NA	male
4537_m	4537	Work/job satisfaction	ordinal	38838	NA	NA	male
4548_m	4548	Health satisfaction	ordinal	55599	NA	NA	male
4559_m	4559	Family relationship satisfaction	ordinal	55102	NA	NA	male
4570_m	4570	Friendships satisfaction	ordinal	54934	NA	NA	male
4581_m	4581	Financial situation satisfaction	ordinal	55497	NA	NA	male
4674_m	4674	Private healthcare	ordinal	55417	NA	NA	male
4825_m	4825	Noisy workplace	ordinal	55161	NA	NA	male
4836_m	4836	Loud music exposure frequency	ordinal	54884	NA	NA	male
5057_m	5057	Number of older siblings	ordinal	47827	NA	NA	male
5221_m	5221	Index of best refractometry result (right)	ordinal	36406	NA	NA	male
5237_m	5237	3mm index of best keratometry results (right)	ordinal	35174	NA	NA	male
5251_m	5251	6mm index of best keratometry results (right)	ordinal	29828	NA	NA	male
5276_m	5276	Index of best refractometry result (left)	ordinal	36295	NA	NA	male
5292_m	5292	3mm index of best keratometry results (left)	ordinal	35098	NA	NA	male
5306_m	5306	6mm index of best keratometry results (left)	ordinal	29265	NA	NA	male
5364_m	5364	Average weekly intake of other alcoholic drinks	ordinal	44053	NA	NA	male
670_1_m	670_1	Type of accommodation lived in: A house or bungalow	binary	166500	16643	149857	male
670_2_m	670_2	Type of accommodation lived in: A flat, maisonette or apartment	binary	166500	150585	15915	male
680_1_m	680_1	Own or rent accommodation lived in: Own outright (by you or someone in your household)	binary	164611	78036	86575	male
680_2_m	680_2	Own or rent accommodation lived in: Own with a mortgage	binary	164611	102508	62103	male
680_3_m	680_3	Own or rent accommodation lived in: Rent - from local authority, local council, housing association	binary	164611	155415	9196	male
1150_2_m	1150_2	Usual side of head for mobile phone use: Right	binary	139181	59270	79911	male
1150_1_m	1150_1	Usual side of head for mobile phone use: Left	binary	139181	89916	49265	male
1150_3_m	1150_3	Usual side of head for mobile phone use: Equally left and right	binary	139181	129176	10005	male
1210_m	1210	Snoring	binary	157592	82393	75199	male
1418_2_m	1418_2	Milk type used: Semi-skimmed	binary	166780	52227	114553	male
1418_1_m	1418_1	Milk type used: Full cream	binary	166780	152569	14211	male
1418_3_m	1418_3	Milk type used: Skimmed	binary	166780	139321	27459	male
1428_3_m	1428_3	Spread type: Other type of spread/margarine	binary	166541	70371	96170	male
1428_0_m	1428_0	Spread type: Never/rarely use spread	binary	166541	153586	12955	male
1428_1_m	1428_1	Spread type: Butter/spreadable butter	binary	166541	110111	56430	male
1448_3_m	1448_3	Bread type: Wholemeal or wholegrain	binary	163592	79670	83922	male
1448_1_m	1448_1	Bread type: White	binary	163592	110062	53530	male
1448_2_m	1448_2	Bread type: Brown	binary	163592	142261	21331	male
1468_3_m	1468_3	Cereal type: Oat cereal (e.g. Ready Brek, porridge)	binary	137558	108866	28692	male
1468_1_m	1468_1	Cereal type: Bran cereal (e.g. All Bran, Branflakes)	binary	137558	115693	21865	male
1468_2_m	1468_2	Cereal type: Biscuit cereal (e.g. Weetabix)	binary	137558	111124	26434	male
1468_4_m	1468_4	Cereal type: Muesli	binary	137558	109098	28460	male
1468_5_m	1468_5	Cereal type: Other (e.g. Cornflakes, Frosties)	binary	137558	105451	32107	male
1508_2_m	1508_2	Coffee type: Instant coffee	binary	134001	54556	79445	male
1508_1_m	1508_1	Coffee type: Decaffeinated coffee (any type)	binary	134001	113329	20672	male
1508_3_m	1508_3	Coffee type: Ground coffee (include espresso, filter etc)	binary	134001	101986	32015	male
1538_0_m	1538_0	Major dietary changes in the last 5 years: No	binary	166668	60439	106229	male
1538_1_m	1538_1	Major dietary changes in the last 5 years: Yes, because of illness	binary	166668	147561	19107	male
1538_2_m	1538_2	Major dietary changes in the last 5 years: Yes, because of other reasons	binary	166668	125336	41332	male
1618_m	1618	Alcohol usually taken with meals	binary	88894	37597	51297	male
1677_m	1677	Breastfed as a baby	binary	117356	30615	86741	male
1707_1_m	1707_1	Handedness (chirality/laterality): Right-handed	binary	166874	21240	145634	male
1707_2_m	1707_2	Handedness (chirality/laterality): Left-handed	binary	166874	149135	17739	male
1747_3_m	1747_3	Hair colour (natural, before greying): Light brown	binary	166357	100744	65613	male
1747_1_m	1747_1	Hair colour (natural, before greying): Blonde	binary	166357	149898	16459	male
1747_2_m	1747_2	Hair colour (natural, before greying): Red	binary	166357	159919	6438	male
1747_4_m	1747_4	Hair colour (natural, before greying): Dark brown	binary	166357	104183	62174	male
1787_m	1787	Maternal smoking around birth	binary	142128	97033	45095	male
1797_m	1797	Father still alive	binary	162500	125860	36640	male
1835_m	1835	Mother still alive	binary	163976	100967	63009	male
1920_m	1920	Mood swings	binary	162893	93320	69573	male
1930_m	1930	Miserableness	binary	164119	105807	58312	male
1940_m	1940	Irritability	binary	159979	110771	49208	male
1950_m	1950	Sensitivity / hurt feelings	binary	161904	88838	73066	male
1960_m	1960	Fed-up feelings	binary	163602	101558	62044	male
1970_m	1970	Nervous feelings	binary	163459	131485	31974	male
1980_m	1980	Worrier / anxious feelings	binary	162378	84697	77681	male
1990_m	1990	Tense / 'highly strung'	binary	162404	138030	24374	male
2000_m	2000	Worry too long after embarrassment	binary	160798	96405	64393	male
2010_m	2010	Suffer from 'nerves'	binary	161750	126858	34892	male
2020_m	2020	Loneliness, isolation	binary	164569	140281	24288	male
2030_m	2030	Guilty feelings	binary	163043	127665	35378	male
2040_m	2040	Risk taking	binary	161729	106454	55275	male
2090_m	2090	Seen doctor (GP) for nerves, anxiety, tension or depression	binary	166013	122461	43552	male
2100_m	2100	Seen a psychiatrist for nerves, anxiety, tension or depression	binary	166291	149033	17258	male
2188_m	2188	Long-standing illness, disability or infirmity	binary	163527	105303	58224	male
2207_m	2207	Wears glasses or contact lenses	binary	166765	21083	145682	male
2227_m	2227	Other eye problems	binary	166496	142749	23747	male
2247_0_m	2247_0	Hearing difficulty/problems: No	binary	161251	50611	110640	male
2247_1_m	2247_1	Hearing difficulty/problems: Yes	binary	161251	110686	50565	male
2257_m	2257	Hearing difficulty/problems with background noise	binary	163863	91896	71967	male
2316_m	2316	Wheeze or whistling in the chest in last year	binary	163535	127037	36498	male
2335_m	2335	Chest pain or discomfort	binary	165260	136208	29052	male
2345_m	2345	Ever had bowel cancer screening	binary	163250	108166	55084	male
2443_m	2443	Diabetes diagnosed by doctor	binary	166466	155780	10686	male
2453_m	2453	Cancer diagnosed by doctor	binary	166612	156062	10550	male
2463_m	2463	Fractured/broken bones in last 5 years	binary	165950	151412	14538	male
2473_m	2473	Other serious medical condition/disability diagnosed by doctor	binary	164482	129660	34822	male
2492_m	2492	Taking other prescription medications	binary	166382	91939	74443	male
2644_m	2644	Light smokers, at least 100 smokes in lifetime	binary	44221	21830	22391	male
2654_7_m	2654_7	Non-butter spread type details: Polyunsaturated/sunflower oil based spread (eg: Flora)	binary	95765	62582	33183	male
2654_2_m	2654_2	Non-butter spread type details: Flora Pro-Active or Benecol	binary	95765	81390	14375	male
2654_4_m	2654_4	Non-butter spread type details: Soft (tub) margarine	binary	95765	80237	15528	male
2654_6_m	2654_6	Non-butter spread type details: Olive oil based spread (eg: Bertolli)	binary	95765	73338	22427	male
2654_8_m	2654_8	Non-butter spread type details: Other low or reduced fat spread	binary	95765	88209	7556	male
2664_5_m	2664_5	Reason for reducing amount of alcohol drunk: Other reason	binary	70435	35625	34810	male
2664_3_m	2664_3	Reason for reducing amount of alcohol drunk: Health precaution	binary	70435	47034	23401	male
2907_m	2907	Ever stopped smoking for 6+ months	binary	48328	28264	20064	male
3799_m	3799	Headaches for 3+ months	binary	25768	16303	9465	male
4501_m	4501	Non-accidental death in close genetic family	binary	52471	37006	15465	male
4598_m	4598	Ever depressed for a whole week	binary	54651	29279	25372	male
4631_m	4631	Ever unenthusiastic/disinterested for a whole week	binary	53680	36850	16830	male
4653_m	4653	Ever highly irritable/argumentative for 2 days	binary	54648	45528	9120	male
4728_m	4728	Leg pain on walking	binary	55299	43212	12087	male
4803_0_m	4803_0	Tinnitus: No, never	binary	54702	17606	37096	male
4803_13_m	4803_13	Tinnitus: Yes, now some of the time	binary	54702	49515	5187	male
4803_14_m	4803_14	Tinnitus: Yes, but not now, but have in the past	binary	54702	48595	6107	male
4979_m	4979	FI5 : family relationship calculation	binary	52355	28294	24061	male
20018_m	20018	Prospective memory result	ordinal	55600	NA	NA	male
20077_m	20077	Number of diet questionnaires completed	ordinal	71425	NA	NA	male
20128_m	20128	Number of fluid intelligence questions attempted within time limit	ordinal	54321	NA	NA	male
20403_m	20403	Amount of alcohol drunk on a typical drinking day	ordinal	48784	NA	NA	male
20407_m	20407	Frequency of failure to fulfil normal expectations due to drinking alcohol in last year	ordinal	35273	NA	NA	male
20408_m	20408	Frequency of memory loss due to drinking alcohol in last year	ordinal	35269	NA	NA	male
20409_m	20409	Frequency of feeling guilt or remorse after drinking alcohol in last year	ordinal	35258	NA	NA	male
20412_m	20412	Frequency of needing morning drink of alcohol after heavy drinking session in last year	ordinal	35300	NA	NA	male
20413_m	20413	Frequency of inability to cease drinking in last year	ordinal	35241	NA	NA	male
20414_m	20414	Frequency of drinking alcohol	ordinal	51874	NA	NA	male
20416_m	20416	Frequency of consuming six or more units of alcohol	ordinal	48855	NA	NA	male
20436_m	20436	Fraction of day affected during worst episode of depression	ordinal	22698	NA	NA	male
20438_m	20438	Duration of worst depression	ordinal	23908	NA	NA	male
20439_m	20439	Frequency of depressed days during worst episode of depression	ordinal	23386	NA	NA	male
20440_m	20440	Impact on normal roles during worst period of depression	ordinal	24160	NA	NA	male
20453_m	20453	Ever taken cannabis	ordinal	51869	NA	NA	male
20458_m	20458	General happiness	ordinal	51751	NA	NA	male
20459_m	20459	General happiness with own health	ordinal	51849	NA	NA	male
20460_m	20460	Belief that own life is meaningful	ordinal	50501	NA	NA	male
20479_m	20479	Ever thought that life not worth living	ordinal	51702	NA	NA	male
20485_m	20485	Ever contemplated self-harm	ordinal	51790	NA	NA	male
20487_m	20487	Felt hated by family member as a child	ordinal	51845	NA	NA	male
20488_m	20488	Physically abused by family as a child	ordinal	51869	NA	NA	male
20489_m	20489	Felt loved as a child	ordinal	51757	NA	NA	male
20490_m	20490	Sexually molested as a child	ordinal	51656	NA	NA	male
20491_m	20491	Someone to take to doctor when needed as a child	ordinal	51672	NA	NA	male
20495_m	20495	Avoided activities or situations because of previous stressful experience in past month	ordinal	51884	NA	NA	male
20497_m	20497	Repeated disturbing thoughts of stressful experience in past month	ordinal	51894	NA	NA	male
20498_m	20498	Felt very upset when reminded of stressful experience in past month	ordinal	51898	NA	NA	male
20505_m	20505	Recent easy annoyance or irritability	ordinal	51725	NA	NA	male
20506_m	20506	Recent feelings or nervousness or anxiety	ordinal	51789	NA	NA	male
20507_m	20507	Recent feelings of inadequacy	ordinal	51758	NA	NA	male
20508_m	20508	Recent trouble concentrating on things	ordinal	51884	NA	NA	male
20509_m	20509	Recent inability to stop or control worrying	ordinal	51787	NA	NA	male
20510_m	20510	Recent feelings of depression	ordinal	51814	NA	NA	male
20511_m	20511	Recent poor appetite or overeating	ordinal	51908	NA	NA	male
20512_m	20512	Recent feelings of foreboding	ordinal	51753	NA	NA	male
20513_m	20513	Recent thoughts of suicide or self-harm	ordinal	51605	NA	NA	male
20514_m	20514	Recent lack of interest or pleasure in doing things	ordinal	51856	NA	NA	male
20515_m	20515	Recent trouble relaxing	ordinal	51833	NA	NA	male
20516_m	20516	Recent restlessness	ordinal	51855	NA	NA	male
20517_m	20517	Trouble falling or staying asleep, or sleeping too much	ordinal	51844	NA	NA	male
20518_m	20518	Recent changes in speed/amount of moving or speaking	ordinal	51879	NA	NA	male
20519_m	20519	Recent feelings of tiredness or low energy	ordinal	51855	NA	NA	male
20520_m	20520	Recent worrying too much about different things	ordinal	51773	NA	NA	male
20521_m	20521	Belittlement by partner or ex-partner as an adult	ordinal	51835	NA	NA	male
20522_m	20522	Been in a confiding relationship as an adult	ordinal	50958	NA	NA	male
20523_m	20523	Physical violence by partner or ex-partner as an adult	ordinal	51855	NA	NA	male
20524_m	20524	Sexual interference by partner or ex-partner without consent as an adult	ordinal	51873	NA	NA	male
20525_m	20525	Able to pay rent/mortgage as an adult	ordinal	51203	NA	NA	male
22599_m	22599	Number of jobs held	ordinal	40155	NA	NA	male
6138_3_m	6138_3	Qualifications: O levels/GCSEs or equivalent	binary	165249	92166	73083	male
6138_1_m	6138_1	Qualifications: College or University degree	binary	165249	109279	55970	male
6138_100_m	6138_100	Qualifications: None of the above	binary	165249	136784	28465	male
6138_2_m	6138_2	Qualifications: A levels/AS levels or equivalent	binary	165249	120101	45148	male
6138_6_m	6138_6	Qualifications: Other professional qualifications eg: nursing, teaching	binary	165249	119476	45773	male
6138_5_m	6138_5	Qualifications: NVQ or HND or HNC or equivalent	binary	165249	127007	38242	male
6138_4_m	6138_4	Qualifications: CSEs or equivalent	binary	165249	144178	21071	male
6139_100_m	6139_100	Gas or solid-fuel cooking/heating: None of the above	binary	166427	136687	29740	male
6139_1_m	6139_1	Gas or solid-fuel cooking/heating: A gas hob or gas cooker	binary	166427	49881	116546	male
6139_3_m	6139_3	Gas or solid-fuel cooking/heating: An open solid fuel fire that you use regularly in winter time	binary	166427	151618	14809	male
6139_2_m	6139_2	Gas or solid-fuel cooking/heating: A gas fire that you use regularly in winter time	binary	166427	98580	67847	male
6141_1_m	6141_1	How are people in household related to participant: Husband, wife or partner	binary	165906	37262	128644	male
6141_2_m	6141_2	How are people in household related to participant: Son and/or daughter (include step-children)	binary	165906	110536	55370	male
6142_2_m	6142_2	Current employment status: Retired	binary	166393	107669	58724	male
6142_1_m	6142_1	Current employment status: In paid employment or self-employed	binary	166393	66567	99826	male
6142_4_m	6142_4	Current employment status: Unable to work because of sickness or disability	binary	166393	158756	7637	male
6143_1_m	6143_1	Transport type for commuting to job workplace: Car/motor vehicle	binary	92011	16746	75265	male
6143_3_m	6143_3	Transport type for commuting to job workplace: Public transport	binary	92011	73755	18256	male
6143_2_m	6143_2	Transport type for commuting to job workplace: Walk	binary	92011	80609	11402	male
6143_4_m	6143_4	Transport type for commuting to job workplace: Cycle	binary	92011	82398	9613	male
6144_5_m	6144_5	Never eat eggs, dairy, wheat, sugar: I eat all of the above	binary	166392	38135	128257	male
6144_4_m	6144_4	Never eat eggs, dairy, wheat, sugar: Sugar or foods/drinks containing sugar	binary	166392	134320	32072	male
6145_1_m	6145_1	Illness, injury, bereavement, stress in last 2 years: Serious illness, injury or assault to yourself	binary	165997	148565	17432	male
6145_100_m	6145_100	Illness, injury, bereavement, stress in last 2 years: None of the above	binary	165997	70033	95964	male
6145_2_m	6145_2	Illness, injury, bereavement, stress in last 2 years: Serious illness, injury or assault of a close relative	binary	165997	151318	14679	male
6145_3_m	6145_3	Illness, injury, bereavement, stress in last 2 years: Death of a close relative	binary	165997	132991	33006	male
6145_6_m	6145_6	Illness, injury, bereavement, stress in last 2 years: Financial difficulties	binary	165997	146841	19156	male
6146_2_m	6146_2	Attendance/disability/mobility allowance: Disability living allowance	binary	165610	157896	7714	male
6146_3_m	6146_3	Attendance/disability/mobility allowance: Blue badge	binary	165610	159598	6012	male
6147_3_m	6147_3	Reason for glasses/contact lenses: For just reading/near work as you are getting older (called 'presbyopia')	binary	166765	152486	14279	male
6147_2_m	6147_2	Reason for glasses/contact lenses: For long-sightedness, i.e. for distance and near, but particularly for near tasks like reading (called 'hypermetropia')	binary	166765	160355	6410	male
6147_1_m	6147_1	Reason for glasses/contact lenses: For short-sightedness, i.e. only or mainly for distance viewing such as driving, cinema etc (called 'myopia')	binary	166765	153178	13587	male
6149_100_m	6149_100	Mouth/teeth dental problems: None of the above	binary	166385	63326	103059	male
6149_6_m	6149_6	Mouth/teeth dental problems: Dentures	binary	166385	136554	29831	male
6149_4_m	6149_4	Mouth/teeth dental problems: Loose teeth	binary	166385	159238	7147	male
6149_3_m	6149_3	Mouth/teeth dental problems: Bleeding gums	binary	166385	148664	17721	male
6149_1_m	6149_1	Mouth/teeth dental problems: Mouth ulcers	binary	166385	151200	15185	male
6149_5_m	6149_5	Mouth/teeth dental problems: Toothache	binary	166385	158907	7478	male
6150_100_m	6150_100	Vascular/heart problems diagnosed by doctor: None of the above	binary	166663	57515	109148	male
6150_4_m	6150_4	Vascular/heart problems diagnosed by doctor: High blood pressure	binary	166663	115805	50858	male
6151_7_m	6151_7	Fractured bone site(s): Other bones	binary	165950	156882	9068	male
6152_100_m	6152_100	Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: None of the above	binary	166695	49989	116706	male
6152_8_m	6152_8	Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: Asthma	binary	166695	148979	17716	male
6152_9_m	6152_9	Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: Hayfever, allergic rhinitis or eczema	binary	166695	131774	34921	male
6154_1_m	6154_1	Medication for pain relief, constipation, heartburn: Aspirin	binary	164870	133578	31292	male
6154_100_m	6154_100	Medication for pain relief, constipation, heartburn: None of the above	binary	164870	69184	95686	male
6154_3_m	6154_3	Medication for pain relief, constipation, heartburn: Paracetamol	binary	164870	137387	27483	male
6154_2_m	6154_2	Medication for pain relief, constipation, heartburn: Ibuprofen (e.g. Nurofen)	binary	164870	145278	19592	male
6154_5_m	6154_5	Medication for pain relief, constipation, heartburn: Omeprazole (e.g. Zanprol)	binary	164870	155595	9275	male
6155_2_m	6155_2	Vitamin and mineral supplements: Vitamin B	binary	165854	160807	5047	male
6155_100_m	6155_100	Vitamin and mineral supplements: None of the above	binary	165854	44035	121819	male
6155_3_m	6155_3	Vitamin and mineral supplements: Vitamin C	binary	165854	151796	14058	male
6155_7_m	6155_7	Vitamin and mineral supplements: Multivitamins +/- minerals	binary	165854	135573	30281	male
6157_100_m	6157_100	Why stopped smoking: None of the above	binary	48662	39657	9005	male
6157_3_m	6157_3	Why stopped smoking: Health precaution	binary	48662	17699	30963	male
6157_4_m	6157_4	Why stopped smoking: Financial reasons	binary	48662	35889	12773	male
6159_4_m	6159_4	Pain type(s) experienced in last month: Back pain	binary	166664	122733	43931	male
6159_100_m	6159_100	Pain type(s) experienced in last month: None of the above	binary	166664	96957	69707	male
6159_3_m	6159_3	Pain type(s) experienced in last month: Neck or shoulder pain	binary	166664	130702	35962	male
6159_5_m	6159_5	Pain type(s) experienced in last month: Stomach or abdominal pain	binary	166664	154684	11980	male
6159_7_m	6159_7	Pain type(s) experienced in last month: Knee pain	binary	166664	129710	36954	male
6159_1_m	6159_1	Pain type(s) experienced in last month: Headache	binary	166664	140340	26324	male
6159_6_m	6159_6	Pain type(s) experienced in last month: Hip pain	binary	166664	151217	15447	male
6160_100_m	6160_100	Leisure/social activities: None of the above	binary	166509	116660	49849	male
6160_2_m	6160_2	Leisure/social activities: Pub or social club	binary	166509	105540	60969	male
6160_3_m	6160_3	Leisure/social activities: Religious group	binary	166509	147750	18759	male
6160_1_m	6160_1	Leisure/social activities: Sports club or gym	binary	166509	117381	49128	male
6160_5_m	6160_5	Leisure/social activities: Other group activity	binary	166509	138245	28264	male
6160_4_m	6160_4	Leisure/social activities: Adult education class	binary	166509	159175	7334	male
6162_1_m	6162_1	Types of transport used (excluding work): Car/motor vehicle	binary	166155	33300	132855	male
6162_3_m	6162_3	Types of transport used (excluding work): Public transport	binary	166155	120648	45507	male
6162_2_m	6162_2	Types of transport used (excluding work): Walk	binary	166155	86380	79775	male
6162_4_m	6162_4	Types of transport used (excluding work): Cycle	binary	166155	149703	16452	male
6164_1_m	6164_1	Types of physical activity in last 4 weeks: Walking for pleasure (not as a means of transport)	binary	166167	51014	115153	male
6164_100_m	6164_100	Types of physical activity in last 4 weeks: None of the above	binary	166167	157310	8857	male
6164_2_m	6164_2	Types of physical activity in last 4 weeks: Other exercises (eg: swimming, cycling, keep fit, bowling)	binary	166167	88163	78004	male
6164_5_m	6164_5	Types of physical activity in last 4 weeks: Heavy DIY (eg: weeding, lawn mowing, carpentry, digging)	binary	166167	76577	89590	male
6164_4_m	6164_4	Types of physical activity in last 4 weeks: Light DIY (eg: pruning, watering the lawn)	binary	166167	82721	83446	male
6164_3_m	6164_3	Types of physical activity in last 4 weeks: Strenuous sports	binary	166167	142547	23620	male
6179_100_m	6179_100	Mineral and other dietary supplements: None of the above	binary	166411	63408	103003	male
6179_1_m	6179_1	Mineral and other dietary supplements: Fish oil (including cod liver oil)	binary	166411	116205	50206	male
6179_2_m	6179_2	Mineral and other dietary supplements: Glucosamine	binary	166411	139610	26801	male
6179_4_m	6179_4	Mineral and other dietary supplements: Zinc	binary	166411	161038	5373	male
20002_1065_m	20002_1065	Non-cancer illness code, self-reported: hypertension	binary	166988	117244	49744	male
20002_1111_m	20002_1111	Non-cancer illness code, self-reported: asthma	binary	166988	149015	17973	male
20002_1473_m	20002_1473	Non-cancer illness code, self-reported: high cholesterol	binary	166988	141734	25254	male
20002_1220_m	20002_1220	Non-cancer illness code, self-reported: diabetes	binary	166988	157907	9081	male
20002_1286_m	20002_1286	Non-cancer illness code, self-reported: depression	binary	166988	159832	7156	male
20002_1465_m	20002_1465	Non-cancer illness code, self-reported: osteoarthritis	binary	166988	156339	10649	male
20002_1387_m	20002_1387	Non-cancer illness code, self-reported: hayfever/allergic rhinitis	binary	166988	157284	9704	male
20002_99999_m	20002_99999	Non-cancer illness code, self-reported: unclassifiable	binary	166988	160531	6457	male
20002_1138_m	20002_1138	Non-cancer illness code, self-reported: gastro-oesophageal reflux (gord) / gastric reflux	binary	166988	159703	7285	male
20003_1140868226_m	20003_1140868226	Treatment/medication code: aspirin	binary	166988	136983	30005	male
20003_1140879802_m	20003_1140879802	Treatment/medication code: amlodipine	binary	166988	157739	9249	male
20003_2038460150_m	20003_2038460150	Treatment/medication code: paracetamol	binary	166988	143666	23322	male
20003_1140861958_m	20003_1140861958	Treatment/medication code: simvastatin	binary	166988	141735	25253	male
20003_1141194794_m	20003_1141194794	Treatment/medication code: bendroflumethiazide	binary	166988	158317	8671	male
20003_1140871310_m	20003_1140871310	Treatment/medication code: ibuprofen	binary	166988	150355	16633	male
20003_1193_m	20003_1193	Treatment/medication code: omega-3/fish oil supplement	binary	166988	161880	5108	male
20003_1140909674_m	20003_1140909674	Treatment/medication code: cod liver oil capsule	binary	166988	157955	9033	male
20003_1140866738_m	20003_1140866738	Treatment/medication code: atenolol	binary	166988	158983	8005	male
20003_1141188442_m	20003_1141188442	Treatment/medication code: glucosamine product	binary	166988	158124	8864	male
20003_1140864752_m	20003_1140864752	Treatment/medication code: lansoprazole	binary	166988	160848	6140	male
20003_1140860806_m	20003_1140860806	Treatment/medication code: ramipril	binary	166988	156014	10974	male
20003_1140865634_m	20003_1140865634	Treatment/medication code: omeprazole	binary	166988	157648	9340	male
20084_472_m	20084_472	Vitamin and/or mineral supplement use: Fish oil	binary	23469	18228	5241	male
20090_353_m	20090_353	Type of fat/oil used in cooking: Olive oil	binary	23469	15859	7610	male
20107_100_m	20107_100	Illnesses of father: None of the above (group 1)	binary	143004	87883	55121	male
20107_1_m	20107_1	Illnesses of father: Heart disease	binary	144816	99004	45812	male
20107_8_m	20107_8	Illnesses of father: High blood pressure	binary	143205	111961	31244	male
20107_10_m	20107_10	Illnesses of father: Alzheimer's disease/dementia	binary	141897	135280	6617	male
20107_3_m	20107_3	Illnesses of father: Lung cancer	binary	142697	129480	13217	male
20107_13_m	20107_13	Illnesses of father: Prostate cancer	binary	141826	130609	11217	male
20107_9_m	20107_9	Illnesses of father: Diabetes	binary	142200	128909	13291	male
20107_2_m	20107_2	Illnesses of father: Stroke	binary	143069	120438	22631	male
20107_6_m	20107_6	Illnesses of father: Chronic bronchitis/emphysema	binary	142856	127381	15475	male
20107_4_m	20107_4	Illnesses of father: Bowel cancer	binary	141975	133062	8913	male
20107_101_m	20107_101	Illnesses of father: None of the above (group 2)	binary	145083	36039	109044	male
20110_100_m	20110_100	Illnesses of mother: None of the above (group 1)	binary	149952	81540	68412	male
20110_9_m	20110_9	Illnesses of mother: Diabetes	binary	149088	135551	13537	male
20110_8_m	20110_8	Illnesses of mother: High blood pressure	binary	150124	110158	39966	male
20110_5_m	20110_5	Illnesses of mother: Breast cancer	binary	148867	136691	12176	male
20110_1_m	20110_1	Illnesses of mother: Heart disease	binary	150032	123471	26561	male
20110_4_m	20110_4	Illnesses of mother: Bowel cancer	binary	148779	140559	8220	male
20110_10_m	20110_10	Illnesses of mother: Alzheimer's disease/dementia	binary	148988	136664	12324	male
20110_12_m	20110_12	Illnesses of mother: Severe depression	binary	148704	140426	8278	male
20110_2_m	20110_2	Illnesses of mother: Stroke	binary	149517	129673	19844	male
20110_3_m	20110_3	Illnesses of mother: Lung cancer	binary	148838	142487	6351	male
20110_6_m	20110_6	Illnesses of mother: Chronic bronchitis/emphysema	binary	148964	141142	7822	male
20110_101_m	20110_101	Illnesses of mother: None of the above (group 2)	binary	151094	32945	118149	male
20111_100_m	20111_100	Illnesses of siblings: None of the above (group 1)	binary	126490	37688	88802	male
20111_8_m	20111_8	Illnesses of siblings: High blood pressure	binary	126298	103011	23287	male
20111_1_m	20111_1	Illnesses of siblings: Heart disease	binary	125830	113563	12267	male
20111_12_m	20111_12	Illnesses of siblings: Severe depression	binary	125271	118114	7157	male
20111_5_m	20111_5	Illnesses of siblings: Breast cancer	binary	125129	119858	5271	male
20111_9_m	20111_9	Illnesses of siblings: Diabetes	binary	125565	115564	10001	male
20111_101_m	20111_101	Illnesses of siblings: None of the above (group 2)	binary	128184	18261	109923	male
20116_0_m	20116_0	Smoking status: Never	binary	166319	85338	80981	male
20116_1_m	20116_1	Smoking status: Previous	binary	166319	101074	65245	male
20116_2_m	20116_2	Smoking status: Current	binary	166319	146226	20093	male
20117_1_m	20117_1	Alcohol drinker status: Previous	binary	166793	161260	5533	male
20118_5_m	20118_5	Home area population density - urban or rural: England/Wales - Urban - less sparse	binary	165239	35670	129569	male
20118_6_m	20118_6	Home area population density - urban or rural: England/Wales - Town and Fringe - less sparse	binary	165239	153619	11620	male
20118_7_m	20118_7	Home area population density - urban or rural: England/Wales - Village - less sparse	binary	165239	157024	8215	male
20118_11_m	20118_11	Home area population density - urban or rural: Scotland - Large Urban Area	binary	165239	155957	9282	male
20152_m	20152	Reproduciblity of spirometry measurement using ERS/ATS criteria	binary	127486	35598	91888	male
20160_m	20160	Ever smoked	binary	166343	57091	109252	male
20421_m	20421	Ever felt worried, tense, or anxious for most of a month or longer	binary	49483	38921	10562	male
20425_m	20425	Ever worried more than most people would in similar situation	binary	44206	34628	9578	male
20441_m	20441	Ever had prolonged loss of interest in normal activities	binary	51829	35399	16430	male
20446_m	20446	Ever had prolonged feelings of sadness or depression	binary	51839	29000	22839	male
20499_m	20499	Ever sought or received professional help for mental distress	binary	51791	36276	15515	male
20500_m	20500	Ever suffered mental distress preventing usual activities	binary	51177	37767	13410	male
20502_m	20502	Ever had period extreme irritability	binary	50523	37897	12626	male
20528_m	20528	Diagnosed with life-threatening illness	binary	51799	42457	9342	male
20529_m	20529	Victim of physically violent crime	binary	51887	39204	12683	male
20530_m	20530	Witnessed sudden violent death	binary	51868	41799	10069	male
