id	PMID	Year	File	Website	Consortium	Domain	ChapterLevel	SubchapterLevel	Trait	uniqTrait	Population	Ncase	Ncontrol	N	Genome	Nsnps	Nhits	SNPh2	SNPh2_se	SNPh2_z	SNPh2_l	SNPh2_l_se	LambdaGC	Chi2	Intercept	Note	DateAdded	DateLastModified	sex
1875	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001866.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1866		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Shaft average buckling ratio (GEE, female, adjussted for age)	Shaft average buckling ratio	EUR	NA	NA	599	rsID	60182	2	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	female
1880	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001871.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1871		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Shaft cross-sectional moment of inertia (FBAT, female, adjussted for multivariable)	Shaft cross-sectional moment of inertia	EUR	NA	NA	599	rsID	59369	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	female
1881	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001872.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1872		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Shaft cross-sectional moment of inertia (GEE, female, adjussted for multivariable)	Shaft cross-sectional moment of inertia	EUR	NA	NA	599	rsID	60162	2	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	female
1884	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001875.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1875		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Shaft Width (FBAT, female, adjussted for multivariable)	Shaft Width	EUR	NA	NA	599	rsID	59379	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	female
1885	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001876.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1876		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Shaft Width (GEE, female, adjussted for multivariable)	Shaft Width	EUR	NA	NA	599	rsID	60162	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	female
1888	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001879.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1879		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Shaft Width (FBAT, female, adjussted for age)	Shaft Width	EUR	NA	NA	599	rsID	59416	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	female
1889	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001880.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1880		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Shaft Width (GEE, female, adjussted for age)	Shaft Width	EUR	NA	NA	599	rsID	60182	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	female
1894	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001885.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1885		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Shaft Section Modulus (FBAT, female, adjussted for multivariable)	Shaft Section Modulus	EUR	NA	NA	599	rsID	59379	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	female
1895	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001886.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1886		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Shaft Section Modulus (GEE, female, adjussted for multivariable)	Shaft Section Modulus	EUR	NA	NA	599	rsID	60162	1	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	female
1818	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001797.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1797		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Inter-trochanteric buckling ratio (FBAT, female, adjussted for multivariable)	Inter-trochanteric buckling ratio	EUR	NA	NA	596	rsID	59369	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	female
1819	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001798.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1798		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Inter-trochanteric buckling ratio (GEE, female, adjussted for multivariable)	Inter-trochanteric buckling ratio	EUR	NA	NA	596	rsID	60156	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	female
1822	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001801.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1801		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Inter-trochanteric buckling ratio (FBAT, female, adjussted for age)	Inter-trochanteric buckling ratio	EUR	NA	NA	596	rsID	59408	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	female
1823	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001802.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1802		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Inter-trochanteric buckling ratio (GEE, female, adjussted for age)	Inter-trochanteric buckling ratio	EUR	NA	NA	596	rsID	60176	1	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	female
1816	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001795.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1795		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Femoral Neck BMD (FBAT, male, adjusted for multivariable)	Femoral Neck bone mineral density	EUR	NA	NA	495	rsID	59052	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	male
1817	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001796.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1796		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Femoral Neck BMD (GEE, male, adjusted for multivariable)	Femoral Neck bone mineral density	EUR	NA	NA	495	rsID	59422	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	male
1900	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001891.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1891		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Troch Neck BMD (FBAT, male, adjussted for multivariable)	Troch Neck bone mineral density	EUR	NA	NA	495	rsID	59201	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	male
1901	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001892.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1892		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Troch Neck BMD (GEE, male, adjussted for multivariable)	Troch Neck bone mineral density	EUR	NA	NA	495	rsID	59859	2	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	male
1828	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001819.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1819		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Spine Neck BMD (FBAT, male, adjusted for multivariable)	Spine Neck bone mineral density	EUR	NA	NA	486	rsID	59183	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	male
1829	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001820.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1820		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Spine Neck BMD (GEE, male, adjusted for multivariable)	Spine Neck bone mineral density	EUR	NA	NA	486	rsID	59816	2	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	male
1844	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001835.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1835		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Neck Section Modulus (FBAT, male, adjusted for multivariable)	Neck Section Modulus	EUR	NA	NA	478	rsID	59137	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	male
1845	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001836.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1836		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Neck Section Modulus (GEE, male, adjusted for multivariable)	Neck Section Modulus	EUR	NA	NA	478	rsID	59790	3	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	male
1848	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001839.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1839		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Neck Section Modulus (FBAT, male, adjusted for age)	Neck Section Modulus	EUR	NA	NA	478	rsID	59175	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	male
1849	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001840.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1840		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Neck Section Modulus (GEE, male, adjusted for age)	Neck Section Modulus	EUR	NA	NA	478	rsID	59815	2	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	male
1852	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001843.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1843		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Neck average buckling ratio (FBAT, male, adjussted for multivariable)	Neck average buckling ratio	EUR	NA	NA	478	rsID	59122	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	male
1853	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001844.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1844		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Neck average buckling ratio (GEE, male, adjussted for multivariable)	Neck average buckling ratio	EUR	NA	NA	478	rsID	59790	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	male
1856	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001847.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1847		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Neck average buckling ratio (FBAT, male, adjussted for age)	Neck average buckling ratio	EUR	NA	NA	478	rsID	59175	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	male
1857	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001848.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1848		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Neck average buckling ratio (GEE, male, adjussted for age)	Neck average buckling ratio	EUR	NA	NA	478	rsID	59815	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	male
1836	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001827.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1827		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Neck width (FBAT, male, adjusted for multivariable)	Neck width	EUR	NA	NA	477	rsID	59137	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	male
1837	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001828.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1828		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Neck width (GEE, male, adjusted for multivariable)	Neck width	EUR	NA	NA	477	rsID	59784	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	male
1840	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001831.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1831		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Neck width (FBAT, male, adjusted for age)	Neck width	EUR	NA	NA	477	rsID	59172	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	male
1841	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001832.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1832		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Neck width (GEE, male, adjusted for age)	Neck width	EUR	NA	NA	477	rsID	59808	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	male
1860	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001851.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1851		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Neck cross-sectional moment of inertia (FBAT, male, adjussted for multivariable)	Neck cross-sectional moment of inertia	EUR	NA	NA	476	rsID	59114	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	male
1861	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001852.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1852		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Neck cross-sectional moment of inertia (GEE, male, adjussted for multivariable)	Neck cross-sectional moment of inertia	EUR	NA	NA	476	rsID	59773	1	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	male
1864	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001855.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1855		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Neck cross-sectional moment of inertia (FBAT, male, adjussted for age)	Neck cross-sectional moment of inertia	EUR	NA	NA	476	rsID	59153	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	male
1865	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001856.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1856		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Neck cross-sectional moment of inertia (GEE, male, adjussted for age)	Neck cross-sectional moment of inertia	EUR	NA	NA	476	rsID	59800	1	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	male
1868	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001859.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1859		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Neck-Shaft Angle (FBAT, male, adjussted for multivariable)	Neck-Shaft Angle	EUR	NA	NA	474	rsID	59144	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	male
1869	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001860.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1860		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Neck-Shaft Angle (GEE, male, adjussted for multivariable)	Neck-Shaft Angle	EUR	NA	NA	474	rsID	59801	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	male
1832	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001823.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1823		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Neck length (FBAT, male, adjusted for multivariable)	Neck length	EUR	NA	NA	471	rsID	59141	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	male
1833	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001824.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1824		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Neck length (GEE, male, adjusted for multivariable)	Neck length	EUR	NA	NA	471	rsID	59781	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	male
1872	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001863.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1863		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Shaft average buckling ratio (FBAT, male, adjussted for multivariable)	Shaft average buckling ratio	EUR	NA	NA	429	rsID	58928	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	male
1873	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001864.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1864		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Shaft average buckling ratio (GEE, male, adjussted for multivariable)	Shaft average buckling ratio	EUR	NA	NA	429	rsID	59553	1	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	male
1876	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001867.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1867		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Shaft average buckling ratio (FBAT, male, adjussted for age)	Shaft average buckling ratio	EUR	NA	NA	429	rsID	58945	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	male
1877	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001868.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1868		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Shaft average buckling ratio (GEE, male, adjussted for age)	Shaft average buckling ratio	EUR	NA	NA	429	rsID	59577	3	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	male
1886	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001877.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1877		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Shaft Width (FBAT, male, adjussted for multivariable)	Shaft Width	EUR	NA	NA	429	rsID	58922	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	male
1887	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001878.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1878		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Shaft Width (GEE, male, adjussted for multivariable)	Shaft Width	EUR	NA	NA	429	rsID	59553	1	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	male
1890	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001881.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1881		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Shaft Width (FBAT, male, adjussted for age)	Shaft Width	EUR	NA	NA	429	rsID	58945	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	male
1891	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001882.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1882		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Shaft Width (GEE, male, adjussted for age)	Shaft Width	EUR	NA	NA	429	rsID	59577	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	male
1896	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001887.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1887		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Shaft Section Modulus (FBAT, male, adjussted for multivariable)	Shaft Section Modulus	EUR	NA	NA	429	rsID	58928	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	male
1897	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001888.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1888		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Shaft Section Modulus (GEE, male, adjussted for multivariable)	Shaft Section Modulus	EUR	NA	NA	429	rsID	59553	1	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	male
1820	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001799.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1799		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Inter-trochanteric buckling ratio (FBAT, male, adjussted for multivariable)	Inter-trochanteric buckling ratio	EUR	NA	NA	428	rsID	58928	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	male
1821	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001800.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1800		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Inter-trochanteric buckling ratio (GEE, male, adjussted for multivariable)	Inter-trochanteric buckling ratio	EUR	NA	NA	428	rsID	59538	1	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	male
1824	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001803.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1803		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Inter-trochanteric buckling ratio (FBAT, male, adjussted for age)	Inter-trochanteric buckling ratio	EUR	NA	NA	428	rsID	58929	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	male
1825	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001804.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1804		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Inter-trochanteric buckling ratio (GEE, male, adjussted for age)	Inter-trochanteric buckling ratio	EUR	NA	NA	428	rsID	59564	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	male
1882	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001873.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1873		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Shaft cross-sectional moment of inertia (FBAT, male, adjussted for multivariable)	Shaft cross-sectional moment of inertia	EUR	NA	NA	427	rsID	58906	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	male
