CODE NOM_CON_SNPS NOM_CON_SNPS_EMP_P NOM_VERBOSE MARG_CON_SNPS MARG_CON_SNPS_EMP_P MARG_VERBOSE SMALLEST_CON_P_EMP_P
183f:a30f 0 1 NOT 0 1 NOT 0.993
183f:a7f 0 1 NOT 0 1 NOT 0.879
183f:a8f 144 0.000999 MORE 144 0.000999 MORE 0.000999
183f:a9f 139 0.000999 MORE 144 0.000999 MORE 0.000999
183f:ADr1uf 0 1 NOT 0 1 NOT 0.988
183f:bm1f 0 1 NOT 0 1 NOT 0.994
183f:bm2f 8 0.126 NOT 14 0.157 NOT 0.019
183f:bm4f 0 1 NOT 1 0.532 NOT 0.513
183f:bm5f 0 1 NOT 3 0.376 NOT 0.494
183f:bm6f 0 1 NOT 1 0.509 NOT 0.435
183f:bm7f 0 1 NOT 1 0.515 NOT 0.486
183f:bm8f 0 1 NOT 4 0.346 NOT 0.467
183f:ch1f 0 1 NOT 1 0.536 NOT 0.42
183f:ch4f 0 1 NOT 1 0.511 NOT 0.407
183f:ch5f 1 0.345 NOT 4 0.341 NOT 0.316
183f:ch6f 0 1 NOT 0 1 NOT 0.887
183f:l1f 0 1 NOT 0 1 NOT 0.994
183f:l2f 144 0.000999 MORE 144 0.000999 MORE 0.000999
183f:l3f 144 0.000999 MORE 144 0.000999 MORE 0.000999
183f:l4f 144 0.000999 MORE 144 0.000999 MORE 0.000999
183f:l5f 144 0.000999 MORE 144 0.000999 MORE 0.000999
183f:r10f 122 0.000999 MORE 131 0.000999 MORE 0.003
183f:r4f 132 0.000999 MORE 133 0.000999 MORE 0.000999
183f:r5f 0 1 NOT 0 1 NOT 0.981
183f:r8f 0 1 NOT 1 0.523 NOT 0.48
183f:r9f 59 0.00599 MORE 82 0.005 MORE 0.013
187m:4370m 0 1 NOT 0 1 NOT 0.994
187m:4373m 1 0.346 NOT 2 0.44 NOT 0.328
187m:49m 0 1 NOT 0 1 NOT 0.996
187m:52m 6 0.179 NOT 14 0.164 NOT 0.145
187m:97m 0 1 NOT 0 1 NOT 0.964
187m:a13m 142 0.000999 MORE 143 0.000999 MORE 0.000999
187m:a1m 16 0.0699 NOT 35 0.0589 NOT 0.13
187m:a21m 140 0.000999 MORE 143 0.000999 MORE 0.000999
187m:a22m 92 0.000999 MORE 105 0.004 MORE 0.000999
187m:a27m 129 0.000999 MORE 133 0.000999 MORE 0.000999
187m:a28m 144 0.149 NOT 144 0.149 NOT 0.149
187m:a29m 115 0.000999 MORE 126 0.000999 MORE 0.000999
187m:a30m 0 1 NOT 0 1 NOT 0.994
187m:a7m 0 1 NOT 0 1 NOT 0.743
187m:a8m 144 0.000999 MORE 144 0.000999 MORE 0.000999
187m:a9m 124 0.000999 MORE 132 0.000999 MORE 0.000999
187m:ADr1um 0 1 NOT 0 1 NOT 0.965
187m:bm1m 0 1 NOT 0 1 NOT 0.995
187m:bm2m 0 1 NOT 0 1 NOT 0.886
187m:bm4m 0 1 NOT 2 0.448 NOT 0.365
187m:bm5m 0 1 NOT 0 1 NOT 0.7
187m:bm6m 0 1 NOT 0 1 NOT 0.718
187m:bm7m 0 1 NOT 0 1 NOT 0.942
187m:bm8m 0 1 NOT 0 1 NOT 0.74
187m:ch1m 0 1 NOT 0 1 NOT 0.946
187m:ch4m 0 1 NOT 0 1 NOT 0.995
187m:ch5m 0 1 NOT 0 1 NOT 0.926
187m:ch6m 0 1 NOT 0 1 NOT 0.758
187m:l1m 0 1 NOT 0 1 NOT 0.988
187m:l2m 134 0.000999 MORE 144 0.000999 MORE 0.004
187m:l3m 122 0.000999 MORE 123 0.000999 MORE 0.000999
187m:l4m 144 0.000999 MORE 144 0.000999 MORE 0.000999
187m:l5m 140 0.000999 MORE 141 0.000999 MORE 0.000999
187m:r10m 13 0.0799 NOT 50 0.029 MORE 0.195
187m:r4m 1 0.329 NOT 7 0.241 NOT 0.183
187m:r5m 110 0.000999 MORE 123 0.000999 MORE 0.000999
187m:r8m 45 0.015 MORE 53 0.023 MORE 0.00699
187m:r9m 12 0.0919 NOT 38 0.048 MORE 0.166
189f:4371f 0 1 NOT 0 1 NOT 0.696
189f:4374f 0 1 NOT 0 1 NOT 0.993
189f:48f 0 1 NOT 0 1 NOT 0.994
189f:51f 95 0.000999 MORE 115 0.000999 MORE 0.00799
189f:96f 0 1 NOT 0 1 NOT 0.982
189f:99f 2 0.269 NOT 9 0.21 NOT 0.293
189f:a13f 144 0.000999 MORE 144 0.000999 MORE 0.000999
189f:a1f 128 0.000999 MORE 133 0.000999 MORE 0.000999
189f:a21f 120 0.000999 MORE 124 0.000999 MORE 0.000999
189f:a22f 143 0.000999 MORE 144 0.000999 MORE 0.000999
189f:a27f 144 0.000999 MORE 144 0.000999 MORE 0.000999
189f:a28f 144 0.000999 MORE 144 0.000999 MORE 0.000999
189f:a29f 131 0.000999 MORE 132 0.000999 MORE 0.000999
189f:a30f 0 1 NOT 0 1 NOT 0.993
189f:a7f 29 0.026 MORE 42 0.038 MORE 0.0929
189f:a8f 144 0.000999 MORE 144 0.000999 MORE 0.000999
189f:a9f 100 0.002 MORE 109 0.000999 MORE 0.000999
189f:ADr1uf 0 1 NOT 0 1 NOT 0.793
189f:bm1f 0 1 NOT 0 1 NOT 0.996
189f:bm2f 1 0.369 NOT 2 0.449 NOT 0.351
189f:bm4f 0 1 NOT 0 1 NOT 0.603
189f:bm5f 11 0.0929 NOT 22 0.101 NOT 0.108
189f:bm6f 10 0.109 NOT 11 0.19 NOT 0.00899
189f:bm7f 0 1 NOT 0 1 NOT 0.56
189f:bm8f 0 1 NOT 1 0.506 NOT 0.505
189f:ch1f 2 0.271 NOT 3 0.385 NOT 0.251
189f:ch4f 0 1 NOT 1 0.53 NOT 0.519
189f:ch5f 4 0.2 NOT 6 0.276 NOT 0.02
189f:ch6f 0 1 NOT 0 1 NOT 0.653
189f:l1f 0 1 NOT 0 1 NOT 0.996
189f:l2f 144 0.000999 MORE 144 0.000999 MORE 0.000999
189f:l3f 144 0.000999 MORE 144 0.000999 MORE 0.000999
189f:l4f 144 0.000999 MORE 144 0.000999 MORE 0.000999
189f:l5f 144 0.000999 MORE 144 0.000999 MORE 0.000999
189f:r10f 49 0.013 MORE 80 0.00799 MORE 0.0699
189f:r4f 107 0.002 MORE 118 0.002 MORE 0.004
189f:r5f 0 1 NOT 0 1 NOT 0.878
189f:r8f 0 1 NOT 0 1 NOT 0.896
189f:r9f 46 0.012 MORE 58 0.021 MORE 0.031
4370m:4373m 0 1 NOT 0 1 NOT 0.995
4370m:49m 4 0.188 NOT 16 0.126 NOT 0.133
4370m:52m 0 1 NOT 0 1 NOT 0.997
4370m:97m 0 1 NOT 0 1 NOT 0.698
4370m:a13m 0 1 NOT 10 0.191 NOT 0.366
4370m:a1m 0 1 NOT 0 1 NOT 0.997
4370m:a21m 0 1 NOT 0 1 NOT 0.896
4370m:a22m 0 1 NOT 0 1 NOT 0.68
4370m:a27m 0 1 NOT 0 1 NOT 0.841
4370m:a28m 13 0.0749 NOT 34 0.0569 NOT 0.142
4370m:a29m 0 1 NOT 1 0.48 NOT 0.419
4370m:a30m 44 0.00899 MORE 78 0.00599 MORE 0.0819
4370m:a7m 0 1 NOT 0 1 NOT 0.902
4370m:a8m 0 1 NOT 0 1 NOT 0.955
4370m:a9m 0 1 NOT 0 1 NOT 0.538
4370m:ADr1um 0 1 NOT 0 1 NOT 0.714
4370m:bm1m 1 0.32 NOT 4 0.304 NOT 0.285
4370m:bm2m 0 1 NOT 0 1 NOT 0.518
4370m:bm4m 0 1 NOT 0 1 NOT 0.938
4370m:bm5m 0 1 NOT 0 1 NOT 0.828
4370m:bm6m 0 1 NOT 1 0.5 NOT 0.438
4370m:bm7m 51 0.016 MORE 70 0.015 MORE 0.021
4370m:bm8m 2 0.25 NOT 8 0.223 NOT 0.279
4370m:ch1m 1 0.325 NOT 2 0.401 NOT 0.278
4370m:ch4m 0 1 NOT 10 0.195 NOT 0.38
4370m:ch5m 0 1 NOT 0 1 NOT 0.631
4370m:ch6m 1 0.349 NOT 2 0.411 NOT 0.179
4370m:l1m 0 1 NOT 0 1 NOT 0.987
4370m:l2m 46 0.00999 MORE 61 0.014 MORE 0.019
4370m:l3m 50 0.018 MORE 75 0.015 MORE 0.0919
4370m:l4m 125 0.000999 MORE 138 0.000999 MORE 0.000999
4370m:l5m 59 0.013 MORE 79 0.014 MORE 0.035
4370m:r10m 1 0.376 NOT 2 0.471 NOT 0.371
4370m:r4m 0 1 NOT 0 1 NOT 0.598
4370m:r5m 0 1 NOT 0 1 NOT 0.874
4370m:r8m 0 1 NOT 0 1 NOT 0.872
4370m:r9m 0 1 NOT 0 1 NOT 0.855
4371f:4374f 0 1 NOT 0 1 NOT 0.992
4371f:48f 0 1 NOT 0 1 NOT 0.774
4371f:51f 2 0.26 NOT 5 0.295 NOT 0.151
4371f:96f 1 0.357 NOT 1 0.511 NOT 0.15
4371f:99f 14 0.0789 NOT 32 0.0709 NOT 0.148
4371f:a13f 0 1 NOT 0 1 NOT 0.54
4371f:a1f 0 1 NOT 0 1 NOT 0.784
4371f:a21f 0 1 NOT 1 0.491 NOT 0.376
4371f:a22f 0 1 NOT 0 1 NOT 0.946
4371f:a27f 0 1 NOT 0 1 NOT 0.984
4371f:a28f 0 1 NOT 0 1 NOT 0.759
4371f:a29f 0 1 NOT 0 1 NOT 0.928
4371f:a30f 0 1 NOT 1 0.492 NOT 0.326
4371f:a7f 0 1 NOT 0 1 NOT 0.544
4371f:a8f 0 1 NOT 0 1 NOT 0.912
4371f:a9f 0 1 NOT 0 1 NOT 0.56
4371f:ADr1uf 0 1 NOT 0 1 NOT 0.536
4371f:bm1f 0 1 NOT 0 1 NOT 0.741
4371f:bm2f 0 1 NOT 0 1 NOT 0.541
4371f:bm4f 2 0.24 NOT 10 0.181 NOT 0.131
4371f:bm5f 0 1 NOT 0 1 NOT 0.623
4371f:bm6f 0 1 NOT 0 1 NOT 0.782
4371f:bm7f 0 1 NOT 0 1 NOT 0.904
4371f:bm8f 0 1 NOT 2 0.428 NOT 0.441
4371f:ch1f 4 0.171 NOT 10 0.178 NOT 0.205
4371f:ch4f 3 0.223 NOT 6 0.275 NOT 0.234
4371f:ch5f 0 1 NOT 0 1 NOT 0.929
4371f:ch6f 0 1 NOT 2 0.41 NOT 0.446
4371f:l1f 0 1 NOT 0 1 NOT 0.969
4371f:l2f 35 0.022 MORE 63 0.018 MORE 0.043
4371f:l3f 10 0.0819 NOT 20 0.0969 NOT 0.112
4371f:l4f 42 0.022 MORE 62 0.029 MORE 0.04
4371f:l5f 0 1 NOT 0 1 NOT 0.55
4371f:r10f 1 0.332 NOT 2 0.413 NOT 0.273
4371f:r4f 0 1 NOT 0 1 NOT 0.735
4371f:r5f 0 1 NOT 0 1 NOT 0.928
4371f:r8f 7 0.127 NOT 26 0.0859 NOT 0.108
4371f:r9f 3 0.204 NOT 9 0.204 NOT 0.225
4373m:49m 0 1 NOT 0 1 NOT 0.922
4373m:52m 0 1 NOT 0 1 NOT 0.678
4373m:97m 0 1 NOT 0 1 NOT 0.538
4373m:a13m 0 1 NOT 0 1 NOT 0.879
4373m:a1m 11 0.0989 NOT 22 0.103 NOT 0.181
4373m:a21m 0 1 NOT 0 1 NOT 0.943
4373m:a22m 27 0.033 MORE 46 0.039 MORE 0.00799
4373m:a27m 0 1 NOT 0 1 NOT 0.8
4373m:a28m 0 1 NOT 0 1 NOT 0.996
4373m:a29m 0 1 NOT 0 1 NOT 0.792
4373m:a30m 0 1 NOT 0 1 NOT 0.973
4373m:a7m 0 1 NOT 0 1 NOT 0.836
4373m:a8m 0 1 NOT 0 1 NOT 0.961
4373m:a9m 0 1 NOT 0 1 NOT 0.952
4373m:ADr1um 0 1 NOT 0 1 NOT 0.698
4373m:bm1m 7 0.149 NOT 27 0.0779 NOT 0.276
4373m:bm2m 4 0.226 NOT 4 0.366 NOT 0.321
4373m:bm4m 0 1 NOT 9 0.212 NOT 0.335
4373m:bm5m 0 1 NOT 0 1 NOT 0.893
4373m:bm6m 0 1 NOT 0 1 NOT 0.746
4373m:bm7m 0 1 NOT 0 1 NOT 0.851
4373m:bm8m 0 1 NOT 0 1 NOT 0.535
4373m:ch1m 0 1 NOT 0 1 NOT 0.5
4373m:ch4m 21 0.0559 NOT 31 0.0699 NOT 0.104
4373m:ch5m 0 1 NOT 0 1 NOT 0.724
4373m:ch6m 20 0.0529 NOT 52 0.035 MORE 0.115
4373m:l1m 134 0.000999 MORE 140 0.000999 MORE 0.000999
4373m:l2m 0 1 NOT 0 1 NOT 0.972
4373m:l3m 0 1 NOT 0 1 NOT 0.985
4373m:l4m 0 1 NOT 0 1 NOT 0.992
4373m:l5m 0 1 NOT 0 1 NOT 0.988
4373m:r10m 0 1 NOT 0 1 NOT 0.98
4373m:r4m 0 1 NOT 0 1 NOT 0.772
4373m:r5m 0 1 NOT 0 1 NOT 0.811
4373m:r8m 0 1 NOT 2 0.383 NOT 0.31
4373m:r9m 0 1 NOT 0 1 NOT 0.973
4374f:48f 17 0.0649 NOT 41 0.047 MORE 0.048
4374f:51f 0 1 NOT 4 0.35 NOT 0.478
4374f:96f 0 1 NOT 0 1 NOT 0.592
4374f:99f 1 0.354 NOT 5 0.301 NOT 0.333
4374f:a13f 2 0.292 NOT 9 0.238 NOT 0.249
4374f:a1f 29 0.034 MORE 41 0.042 MORE 0.02
4374f:a21f 0 1 NOT 0 1 NOT 0.986
4374f:a22f 0 1 NOT 0 1 NOT 0.853
4374f:a27f 8 0.113 NOT 14 0.126 NOT 0.0579
4374f:a28f 0 1 NOT 0 1 NOT 0.934
4374f:a30f 0 1 NOT 0 1 NOT 0.628
4374f:a7f 41 0.019 MORE 79 0.015 MORE 0.019
4374f:a8f 0 1 NOT 0 1 NOT 0.795
4374f:a9f 1 0.298 NOT 2 0.385 NOT 0.114
4374f:ADr1uf 0 1 NOT 0 1 NOT 0.561
4374f:bm1f 2 0.259 NOT 2 0.409 NOT 0.207
4374f:bm2f 0 1 NOT 0 1 NOT 0.994
4374f:bm4f 9 0.103 NOT 22 0.0879 NOT 0.114
4374f:bm5f 0 1 NOT 0 1 NOT 0.507
4374f:bm6f 6 0.148 NOT 14 0.152 NOT 0.211
4374f:bm7f 5 0.134 NOT 16 0.112 NOT 0.243
4374f:bm8f 10 0.121 NOT 18 0.137 NOT 0.0549
4374f:ch1f 0 1 NOT 0 1 NOT 0.891
4374f:ch4f 0 1 NOT 0 1 NOT 0.865
4374f:ch5f 1 0.296 NOT 7 0.213 NOT 0.236
4374f:ch6f 3 0.222 NOT 9 0.212 NOT 0.23
4374f:l1f 14 0.0659 NOT 23 0.0849 NOT 0.037
4374f:l2f 0 1 NOT 0 1 NOT 0.993
4374f:l3f 0 1 NOT 0 1 NOT 0.99
4374f:l4f 0 1 NOT 0 1 NOT 0.98
4374f:l5f 0 1 NOT 0 1 NOT 0.993
4374f:r10f 16 0.0579 NOT 17 0.123 NOT 0.0659
4374f:r4f 0 1 NOT 13 0.154 NOT 0.346
4374f:r5f 0 1 NOT 0 1 NOT 0.886
4374f:r8f 0 1 NOT 0 1 NOT 0.806
4374f:r9f 0 1 NOT 0 1 NOT 0.53
48f:51f 0 1 NOT 0 1 NOT 0.994
48f:96f 90 0.000999 MORE 97 0.003 MORE 0.002
48f:99f 15 0.0549 NOT 29 0.0549 NOT 0.00799
48f:a13f 0 1 NOT 0 1 NOT 0.994
48f:a1f 0 1 NOT 0 1 NOT 0.994
48f:a21f 0 1 NOT 0 1 NOT 0.994
48f:a22f 0 1 NOT 0 1 NOT 0.996
48f:a27f 0 1 NOT 0 1 NOT 1
48f:a28f 0 1 NOT 0 1 NOT 1
48f:a29f 0 1 NOT 0 1 NOT 0.994
48f:a30f 144 0.000999 MORE 144 0.000999 MORE 0.000999
48f:a7f 0 1 NOT 3 0.346 NOT 0.35
48f:a8f 0 1 NOT 0 1 NOT 0.986
48f:a9f 0 1 NOT 0 1 NOT 0.985
48f:ADr1uf 140 0.000999 MORE 143 0.000999 MORE 0.000999
48f:bm1f 4 0.177 NOT 13 0.147 NOT 0.274
48f:bm2f 0 1 NOT 0 1 NOT 0.994
48f:bm4f 11 0.0849 NOT 30 0.0689 NOT 0.133
48f:bm5f 6 0.143 NOT 24 0.0899 NOT 0.158
48f:bm6f 0 1 NOT 0 1 NOT 0.758
48f:bm7f 0 1 NOT 0 1 NOT 0.999
48f:bm8f 0 1 NOT 0 1 NOT 0.976
48f:ch1f 143 0.000999 MORE 143 0.000999 MORE 0.000999
48f:ch4f 134 0.000999 MORE 138 0.000999 MORE 0.000999
48f:ch5f 143 0.000999 MORE 144 0.000999 MORE 0.000999
48f:ch6f 124 0.000999 MORE 139 0.000999 MORE 0.000999
48f:l1f 144 0.000999 MORE 144 0.000999 MORE 0.000999
48f:l2f 0 1 NOT 0 1 NOT 0.992
48f:l3f 0 1 NOT 0 1 NOT 0.991
48f:l4f 0 1 NOT 0 1 NOT 0.991
48f:l5f 0 1 NOT 0 1 NOT 0.994
48f:r10f 0 1 NOT 0 1 NOT 0.998
48f:r4f 0 1 NOT 0 1 NOT 0.992
48f:r5f 0 1 NOT 0 1 NOT 0.978
48f:r8f 0 1 NOT 0 1 NOT 0.996
48f:r9f 0 1 NOT 1 0.536 NOT 0.431
49m:52m 0 1 NOT 0 1 NOT 0.997
49m:97m 7 0.131 NOT 34 0.0529 NOT 0.123
49m:a13m 0 1 NOT 0 1 NOT 0.997
49m:a1m 0 1 NOT 0 1 NOT 0.994
49m:a21m 0 1 NOT 2 0.343 NOT 0.399
49m:a22m 0 1 NOT 0 1 NOT 0.992
49m:a27m 0 1 NOT 0 1 NOT 0.998
49m:a28m 0 1 NOT 0 1 NOT 1
49m:a29m 0 1 NOT 0 1 NOT 0.997
49m:a30m 144 0.000999 MORE 144 0.000999 MORE 0.000999
49m:a7m 13 0.0899 NOT 16 0.155 NOT 0.0849
49m:a8m 0 1 NOT 0 1 NOT 0.997
49m:a9m 0 1 NOT 0 1 NOT 0.996
49m:ADr1um 63 0.00699 MORE 83 0.00699 MORE 0.004
49m:bm1m 0 1 NOT 0 1 NOT 0.712
49m:bm2m 0 1 NOT 0 1 NOT 0.758
49m:bm4m 14 0.0799 NOT 22 0.111 NOT 0.158
49m:bm5m 0 1 NOT 0 1 NOT 0.73
49m:bm6m 3 0.228 NOT 9 0.223 NOT 0.23
49m:bm7m 58 0.00999 MORE 74 0.011 MORE 0.0559
49m:bm8m 0 1 NOT 0 1 NOT 0.957
49m:ch1m 98 0.002 MORE 114 0.002 MORE 0.000999
49m:ch4m 72 0.003 MORE 93 0.003 MORE 0.011
49m:ch5m 36 0.017 MORE 74 0.00799 MORE 0.045
49m:ch6m 87 0.002 MORE 103 0.002 MORE 0.002
49m:l1m 144 0.000999 MORE 144 0.000999 MORE 0.000999
49m:l2m 0 1 NOT 0 1 NOT 0.987
49m:l3m 0 1 NOT 0 1 NOT 0.998
49m:l4m 0 1 NOT 0 1 NOT 0.991
49m:l5m 0 1 NOT 0 1 NOT 0.995
49m:r10m 0 1 NOT 0 1 NOT 0.801
49m:r4m 0 1 NOT 0 1 NOT 0.999
49m:r5m 0 1 NOT 0 1 NOT 0.865
49m:r8m 0 1 NOT 0 1 NOT 0.997
49m:r9m 0 1 NOT 0 1 NOT 0.632
51f:96f 0 1 NOT 0 1 NOT 0.998
51f:99f 3 0.203 NOT 3 0.342 NOT 0.209
51f:a13f 141 0.000999 MORE 143 0.000999 MORE 0.000999
51f:a1f 128 0.000999 MORE 131 0.000999 MORE 0.000999
51f:a21f 116 0.000999 MORE 137 0.000999 MORE 0.000999
51f:a22f 114 0.000999 MORE 127 0.000999 MORE 0.000999
51f:a27f 5 0.954 NOT 10 0.956 NOT 0.949
51f:a28f 0 1 NOT 0 1 NOT 0.6
51f:a29f 144 0.000999 MORE 144 0.000999 MORE 0.000999
51f:a30f 0 1 NOT 0 1 NOT 0.993
51f:a7f 0 1 NOT 0 1 NOT 0.966
51f:a8f 98 0.000999 MORE 120 0.000999 MORE 0.003
51f:a9f 120 0.000999 MORE 123 0.000999 MORE 0.000999
51f:ADr1uf 0 1 NOT 0 1 NOT 0.895
51f:bm1f 0 1 NOT 0 1 NOT 0.532
51f:bm2f 0 1 NOT 0 1 NOT 0.958
51f:bm4f 0 1 NOT 0 1 NOT 0.605
51f:bm5f 0 1 NOT 0 1 NOT 0.592
51f:bm6f 7 0.128 NOT 17 0.117 NOT 0.0689
51f:bm7f 0 1 NOT 0 1 NOT 0.569
51f:bm8f 0 1 NOT 0 1 NOT 0.623
51f:ch1f 0 1 NOT 0 1 NOT 0.997
51f:ch4f 0 1 NOT 0 1 NOT 0.874
51f:ch5f 0 1 NOT 0 1 NOT 0.893
51f:ch6f 0 1 NOT 0 1 NOT 0.997
51f:l1f 0 1 NOT 0 1 NOT 0.995
51f:l2f 32 0.029 MORE 62 0.019 MORE 0.022
51f:l3f 0 1 NOT 0 1 NOT 0.48
51f:l4f 144 0.000999 MORE 144 0.000999 MORE 0.000999
51f:l5f 122 0.000999 MORE 128 0.000999 MORE 0.000999
51f:r10f 70 0.00599 MORE 84 0.00599 MORE 0.000999
51f:r4f 124 0.000999 MORE 132 0.000999 MORE 0.000999
51f:r5f 0 1 NOT 3 0.222 NOT 0.304
51f:r8f 0 1 NOT 2 0.419 NOT 0.4
51f:r9f 19 0.0569 NOT 49 0.033 MORE 0.0739
52m:97m 0 1 NOT 2 0.416 NOT 0.479
52m:a13m 118 0.000999 MORE 125 0.000999 MORE 0.002
52m:a1m 126 0.000999 MORE 132 0.000999 MORE 0.003
52m:a21m 0 1 NOT 0 1 NOT 0.93
52m:a22m 134 0.000999 MORE 134 0.000999 MORE 0.000999
52m:a27m 3 0.984 NOT 6 0.984 NOT 0.987
52m:a28m 0 1 NOT 3 0.968 NOT 0.974
52m:a29m 141 0.000999 MORE 142 0.000999 MORE 0.000999
52m:a30m 0 1 NOT 0 1 NOT 0.996
52m:a7m 1 0.348 NOT 6 0.255 NOT 0.222
52m:a8m 40 0.016 MORE 66 0.011 MORE 0.035
52m:a9m 131 0.000999 MORE 136 0.000999 MORE 0.000999
52m:ADr1um 0 1 NOT 4 0.328 NOT 0.429
52m:bm1m 0 1 NOT 0 1 NOT 0.768
52m:bm2m 2 0.271 NOT 8 0.225 NOT 0.279
52m:bm4m 1 0.314 NOT 5 0.27 NOT 0.276
52m:bm5m 1 0.319 NOT 2 0.409 NOT 0.251
52m:bm6m 4 0.187 NOT 14 0.147 NOT 0.131
52m:bm7m 0 1 NOT 1 0.506 NOT 0.495
52m:bm8m 1 0.338 NOT 1 0.517 NOT 0.191
52m:ch1m 0 1 NOT 0 1 NOT 0.931
52m:ch4m 1 0.345 NOT 3 0.372 NOT 0.264
52m:ch5m 0 1 NOT 0 1 NOT 0.9
52m:ch6m 0 1 NOT 0 1 NOT 0.985
52m:l1m 0 1 NOT 0 1 NOT 0.715
52m:l2m 57 0.013 MORE 84 0.00999 MORE 0.02
52m:l3m 14 0.0769 NOT 22 0.0969 NOT 0.0809
52m:l4m 119 0.000999 MORE 124 0.000999 MORE 0.000999
52m:l5m 55 0.005 MORE 76 0.005 MORE 0.0969
52m:r10m 14 0.0619 NOT 31 0.0549 NOT 0.0769
52m:r4m 112 0.000999 MORE 118 0.002 MORE 0.000999
52m:r5m 1 0.315 NOT 3 0.343 NOT 0.313
52m:r8m 143 0.000999 MORE 143 0.000999 MORE 0.000999
52m:r9m 21 0.047 MORE 50 0.036 MORE 0.125
96f:99f 0 1 NOT 0 1 NOT 0.998
96f:a13f 0 1 NOT 12 0.189 NOT 0.41
96f:a1f 0 1 NOT 0 1 NOT 0.913
96f:a21f 0 1 NOT 0 1 NOT 0.996
96f:a22f 0 1 NOT 0 1 NOT 0.73
96f:a27f 0 1 NOT 0 1 NOT 1
96f:a28f 124 0.000999 MORE 128 0.000999 MORE 0.000999
96f:a29f 6 0.159 NOT 20 0.0999 NOT 0.221
96f:a30f 144 0.000999 MORE 144 0.000999 MORE 0.000999
96f:a7f 0 1 NOT 0 1 NOT 0.862
96f:a8f 1 0.404 NOT 6 0.339 NOT 0.21
96f:a9f 0 1 NOT 0 1 NOT 0.9
96f:ADr1uf 1 0.349 NOT 4 0.336 NOT 0.329
96f:bm1f 5 0.179 NOT 19 0.122 NOT 0.218
96f:bm2f 22 0.04 MORE 32 0.0529 NOT 0.032
96f:bm4f 0 1 NOT 15 0.139 NOT 0.353
96f:bm5f 0 1 NOT 0 1 NOT 0.706
96f:bm6f 0 1 NOT 0 1 NOT 0.888
96f:bm7f 0 1 NOT 0 1 NOT 0.965
96f:bm8f 0 1 NOT 0 1 NOT 0.971
96f:ch1f 114 0.000999 MORE 121 0.000999 MORE 0.002
96f:ch4f 33 0.02 MORE 64 0.012 MORE 0.027
96f:ch5f 0 1 NOT 0 1 NOT 0.645
96f:ch6f 106 0.000999 MORE 110 0.000999 MORE 0.000999
96f:l1f 2 0.261 NOT 7 0.25 NOT 0.266
96f:l2f 0 1 NOT 0 1 NOT 0.994
96f:l3f 0 1 NOT 0 1 NOT 0.999
96f:l4f 0 1 NOT 0 1 NOT 0.961
96f:l5f 0 1 NOT 0 1 NOT 0.994
96f:r10f 0 1 NOT 0 1 NOT 0.689
96f:r4f 0 1 NOT 0 1 NOT 0.761
96f:r5f 0 1 NOT 0 1 NOT 0.747
96f:r8f 5 0.182 NOT 20 0.115 NOT 0.034
96f:r9f 1 0.321 NOT 3 0.366 NOT 0.13
97m:a13m 0 1 NOT 0 1 NOT 0.605
97m:a1m 0 1 NOT 0 1 NOT 0.848
97m:a21m 0 1 NOT 0 1 NOT 0.996
97m:a22m 4 0.176 NOT 14 0.133 NOT 0.255
97m:a27m 12 0.791 NOT 25 0.793 NOT 0.814
97m:a28m 102 0.954 NOT 122 0.954 NOT 0.954
97m:a29m 0 1 NOT 1 0.516 NOT 0.509
97m:a30m 144 0.000999 MORE 144 0.000999 MORE 0.000999
97m:a7m 0 1 NOT 0 1 NOT 0.579
97m:a8m 3 0.197 NOT 16 0.126 NOT 0.145
97m:a9m 0 1 NOT 0 1 NOT 0.588
97m:ADr1um 1 0.352 NOT 4 0.33 NOT 0.212
97m:bm1m 0 1 NOT 0 1 NOT 0.624
97m:bm2m 1 0.366 NOT 1 0.522 NOT 0.35
97m:bm4m 28 0.031 MORE 52 0.028 MORE 0.108
97m:bm5m 0 1 NOT 0 1 NOT 0.805
97m:bm6m 0 1 NOT 0 1 NOT 0.925
97m:bm7m 0 1 NOT 0 1 NOT 0.979
97m:bm8m 0 1 NOT 8 0.235 NOT 0.356
97m:ch1m 89 0.000999 MORE 95 0.002 MORE 0.000999
97m:ch4m 122 0.000999 MORE 128 0.000999 MORE 0.000999
97m:ch5m 124 0.000999 MORE 131 0.000999 MORE 0.000999
97m:ch6m 115 0.000999 MORE 123 0.000999 MORE 0.003
97m:l1m 0 1 NOT 0 1 NOT 0.965
97m:l2m 0 1 NOT 0 1 NOT 0.993
97m:l3m 0 1 NOT 0 1 NOT 0.991
97m:l4m 0 1 NOT 1 0.49 NOT 0.359
97m:l5m 0 1 NOT 0 1 NOT 0.994
97m:r10m 0 1 NOT 2 0.406 NOT 0.431
97m:r4m 15 0.0599 NOT 25 0.0759 NOT 0.014
97m:r5m 0 1 NOT 0 1 NOT 0.98
97m:r8m 0 1 NOT 0 1 NOT 0.705
97m:r9m 19 0.043 MORE 37 0.042 MORE 0.19
99f:a13f 0 1 NOT 0 1 NOT 0.957
99f:a1f 0 1 NOT 0 1 NOT 0.939
99f:a21f 0 1 NOT 0 1 NOT 0.997
99f:a22f 0 1 NOT 1 0.491 NOT 0.468
99f:a27f 0 1 NOT 0 1 NOT 0.998
