CODE NOM_CON_SNPS NOM_CON_SNPS_EMP_P NOM_VERBOSE MARG_CON_SNPS MARG_CON_SNPS_EMP_P MARG_VERBOSE SMALLEST_CON_P_EMP_P
a30f:ADr1uf 142 0.000999 MORE 142 0.000999 MORE 0.000999
a30f:bm1f 54 0.011 MORE 77 0.012 MORE 0.019
a30f:bm2f 0 1 NOT 0 1 NOT 0.807
a30f:bm4f 0 1 NOT 0 1 NOT 0.901
a30f:bm5f 0 1 NOT 0 1 NOT 0.488
a30f:bm6f 0 1 NOT 0 1 NOT 0.992
a30f:bm7f 0 1 NOT 0 1 NOT 0.993
a30f:bm8f 0 1 NOT 0 1 NOT 0.995
a30f:ch1f 144 0.000999 MORE 144 0.000999 MORE 0.000999
a30f:ch4f 144 0.000999 MORE 144 0.000999 MORE 0.000999
a30f:ch5f 144 0.000999 MORE 144 0.000999 MORE 0.000999
a30f:ch6f 144 0.000999 MORE 144 0.000999 MORE 0.000999
a30f:l1f 144 0.000999 MORE 144 0.000999 MORE 0.000999
a30f:l2f 0 1 NOT 0 1 NOT 0.987
a30f:l3f 0 1 NOT 0 1 NOT 0.991
a30f:l4f 0 1 NOT 0 1 NOT 0.989
a30f:l5f 0 1 NOT 0 1 NOT 0.993
a30f:r10f 0 1 NOT 0 1 NOT 0.992
a30f:r4f 0 1 NOT 0 1 NOT 0.99
a30f:r5f 121 0.000999 MORE 127 0.000999 MORE 0.000999
a30f:r8f 144 0.000999 MORE 144 0.000999 MORE 0.000999
a30f:r9f 0 1 NOT 0 1 NOT 0.548
a30m:a7m 144 0.000999 MORE 144 0.000999 MORE 0.000999
a30m:a8m 0 1 NOT 0 1 NOT 0.992
a30m:a9m 0 1 NOT 0 1 NOT 0.994
a30m:ADr1um 144 0.000999 MORE 144 0.000999 MORE 0.000999
a30m:bm1m 8 0.137 NOT 17 0.139 NOT 0.128
a30m:bm2m 0 1 NOT 0 1 NOT 0.802
a30m:bm4m 0 1 NOT 0 1 NOT 0.984
a30m:bm5m 41 0.013 MORE 67 0.017 MORE 0.031
a30m:bm6m 98 0.002 MORE 107 0.003 MORE 0.004
a30m:bm7m 8 0.12 NOT 26 0.0959 NOT 0.219
a30m:bm8m 0 1 NOT 0 1 NOT 0.991
a30m:ch1m 144 0.000999 MORE 144 0.000999 MORE 0.000999
a30m:ch4m 144 0.000999 MORE 144 0.000999 MORE 0.000999
a30m:ch5m 144 0.000999 MORE 144 0.000999 MORE 0.000999
a30m:ch6m 144 0.000999 MORE 144 0.000999 MORE 0.000999
a30m:l1m 144 0.000999 MORE 144 0.000999 MORE 0.000999
a30m:l2m 0 1 NOT 0 1 NOT 0.989
a30m:l3m 0 1 NOT 0 1 NOT 0.991
a30m:l4m 0 1 NOT 0 1 NOT 0.987
a30m:l5m 0 1 NOT 0 1 NOT 0.986
a30m:r10m 0 1 NOT 0 1 NOT 0.987
a30m:r4m 0 1 NOT 0 1 NOT 0.994
a30m:r5m 6 0.13 NOT 8 0.204 NOT 0.167
a30m:r8m 0 1 NOT 0 1 NOT 0.985
a30m:r9m 0 1 NOT 0 1 NOT 0.995
a7f:a8f 130 0.005 MORE 132 0.00699 MORE 0.000999
a7f:a9f 144 0.002 MORE 144 0.004 MORE 0.000999
a7f:ADr1uf 132 0.000999 MORE 132 0.000999 MORE 0.000999
a7f:bm1f 2 0.267 NOT 3 0.39 NOT 0.102
a7f:bm2f 0 1 NOT 0 1 NOT 0.886
a7f:bm4f 0 1 NOT 0 1 NOT 0.607
a7f:bm5f 0 1 NOT 0 1 NOT 0.541
a7f:bm6f 0 1 NOT 0 1 NOT 0.783
a7f:bm7f 1 0.355 NOT 2 0.444 NOT 0.316
a7f:bm8f 0 1 NOT 1 0.549 NOT 0.427
a7f:ch1f 2 0.259 NOT 4 0.326 NOT 0.0839
a7f:ch4f 0 1 NOT 0 1 NOT 0.573
a7f:ch5f 0 1 NOT 0 1 NOT 0.868
a7f:ch6f 9 0.0979 NOT 9 0.197 NOT 0.132
a7f:l1f 25 0.039 MORE 43 0.04 MORE 0.036
a7f:l2f 0 1 NOT 0 1 NOT 0.994
a7f:l3f 0 1 NOT 0 1 NOT 0.754
a7f:l4f 0 1 NOT 0 1 NOT 0.988
a7f:l5f 0 1 NOT 1 0.476 NOT 0.456
a7f:r10f 105 0.000999 MORE 115 0.000999 MORE 0.000999
a7f:r4f 0 1 NOT 0 1 NOT 0.978
a7f:r5f 144 0.000999 MORE 144 0.000999 MORE 0.000999
a7f:r8f 126 0.000999 MORE 129 0.000999 MORE 0.000999
a7f:r9f 38 0.024 MORE 65 0.019 MORE 0.018
a7m:a8m 134 0.000999 MORE 134 0.000999 MORE 0.000999
a7m:a9m 131 0.000999 MORE 132 0.000999 MORE 0.000999
a7m:ADr1um 133 0.000999 MORE 137 0.000999 MORE 0.000999
a7m:bm1m 0 1 NOT 0 1 NOT 0.8
a7m:bm2m 14 0.0759 NOT 32 0.0709 NOT 0.143
a7m:bm4m 0 1 NOT 0 1 NOT 0.948
a7m:bm5m 102 0.002 MORE 113 0.002 MORE 0.000999
a7m:bm6m 29 0.034 MORE 46 0.043 MORE 0.035
a7m:bm7m 71 0.004 MORE 84 0.004 MORE 0.013
a7m:bm8m 0 1 NOT 0 1 NOT 0.593
a7m:ch1m 0 1 NOT 0 1 NOT 0.524
a7m:ch4m 26 0.037 MORE 31 0.0649 NOT 0.019
a7m:ch5m 35 0.018 MORE 65 0.014 MORE 0.005
a7m:ch6m 2 0.254 NOT 4 0.319 NOT 0.198
a7m:l1m 79 0.004 MORE 103 0.004 MORE 0.023
a7m:l2m 0 1 NOT 0 1 NOT 0.986
a7m:l3m 0 1 NOT 0 1 NOT 0.993
a7m:l4m 0 1 NOT 0 1 NOT 0.989
a7m:l5m 0 1 NOT 0 1 NOT 0.988
a7m:r10m 130 0.000999 MORE 132 0.000999 MORE 0.000999
a7m:r4m 0 1 NOT 0 1 NOT 0.544
a7m:r5m 144 0.000999 MORE 144 0.000999 MORE 0.000999
a7m:r8m 0 1 NOT 0 1 NOT 0.798
a7m:r9m 1 0.336 NOT 7 0.259 NOT 0.32
a8f:a9f 144 0.0909 NOT 144 0.172 NOT 0.000999
a8f:ADr1uf 0 1 NOT 0 1 NOT 0.998
a8f:bm1f 16 0.0619 NOT 20 0.0989 NOT 0.00699
a8f:bm2f 0 1 NOT 0 1 NOT 0.918
a8f:bm4f 0 1 NOT 1 0.52 NOT 0.426
a8f:bm5f 0 1 NOT 0 1 NOT 0.689
a8f:bm6f 0 1 NOT 0 1 NOT 0.556
a8f:bm7f 0 1 NOT 0 1 NOT 0.544
a8f:bm8f 78 0.014 MORE 87 0.021 MORE 0.000999
a8f:ch1f 0 1 NOT 0 1 NOT 0.997
a8f:ch4f 0 1 NOT 0 1 NOT 0.691
a8f:ch5f 0 1 NOT 0 1 NOT 0.956
a8f:ch6f 0 1 NOT 0 1 NOT 0.986
a8f:l1f 0 1 NOT 0 1 NOT 0.982
a8f:l2f 144 0.000999 MORE 144 0.000999 MORE 0.000999
a8f:l3f 1 0.301 NOT 1 0.428 NOT 0.264
a8f:l4f 144 0.000999 MORE 144 0.000999 MORE 0.000999
a8f:l5f 144 0.000999 MORE 144 0.000999 MORE 0.000999
a8f:r10f 143 0.000999 MORE 144 0.000999 MORE 0.000999
a8f:r4f 144 0.000999 MORE 144 0.000999 MORE 0.000999
a8f:r5f 144 0.005 MORE 144 0.00899 MORE 0.000999
a8f:r8f 0 1 NOT 0 1 NOT 0.509
a8f:r9f 76 0.005 MORE 84 0.011 MORE 0.017
a8m:a9m 144 0.000999 MORE 144 0.000999 MORE 0.000999
a8m:ADr1um 0 1 NOT 0 1 NOT 0.933
a8m:bm1m 0 1 NOT 0 1 NOT 0.99
a8m:bm2m 1 0.355 NOT 8 0.253 NOT 0.337
a8m:bm4m 2 0.236 NOT 4 0.288 NOT 0.137
a8m:bm5m 105 0.003 MORE 118 0.002 MORE 0.002
a8m:bm6m 0 1 NOT 0 1 NOT 0.835
a8m:bm7m 1 0.361 NOT 7 0.275 NOT 0.161
a8m:bm8m 48 0.03 MORE 71 0.033 MORE 0.013
a8m:ch1m 0 1 NOT 0 1 NOT 0.983
a8m:ch4m 0 1 NOT 0 1 NOT 0.892
a8m:ch5m 0 1 NOT 0 1 NOT 0.986
a8m:ch6m 0 1 NOT 0 1 NOT 0.994
a8m:l1m 0 1 NOT 0 1 NOT 0.983
a8m:l2m 0 1 NOT 0 1 NOT 0.987
a8m:l3m 0 1 NOT 0 1 NOT 0.988
a8m:l4m 144 0.000999 MORE 144 0.000999 MORE 0.000999
a8m:l5m 0 1 NOT 0 1 NOT 0.862
a8m:r10m 143 0.000999 MORE 143 0.005 MORE 0.000999
a8m:r4m 143 0.000999 MORE 143 0.000999 MORE 0.000999
a8m:r5m 128 0.000999 MORE 142 0.000999 MORE 0.000999
a8m:r8m 143 0.000999 MORE 144 0.000999 MORE 0.000999
a8m:r9m 36 0.024 MORE 67 0.013 MORE 0.00999
a9f:ADr1uf 0 1 NOT 0 1 NOT 0.917
a9f:bm1f 1 0.33 NOT 14 0.144 NOT 0.271
a9f:bm2f 52 0.016 MORE 72 0.017 MORE 0.0539
a9f:bm4f 0 1 NOT 0 1 NOT 0.549
a9f:bm5f 0 1 NOT 1 0.531 NOT 0.46
a9f:bm6f 0 1 NOT 0 1 NOT 0.602
a9f:bm7f 0 1 NOT 2 0.422 NOT 0.433
a9f:bm8f 0 1 NOT 0 1 NOT 0.846
a9f:ch1f 0 1 NOT 0 1 NOT 0.993
a9f:ch4f 0 1 NOT 0 1 NOT 0.888
a9f:ch5f 0 1 NOT 0 1 NOT 0.953
a9f:ch6f 0 1 NOT 0 1 NOT 0.978
a9f:l1f 0 1 NOT 0 1 NOT 0.988
a9f:l2f 122 0.000999 MORE 123 0.002 MORE 0.000999
a9f:l3f 94 0.000999 MORE 116 0.000999 MORE 0.017
a9f:l4f 144 0.000999 MORE 144 0.000999 MORE 0.000999
a9f:l5f 134 0.000999 MORE 136 0.000999 MORE 0.000999
a9f:r10f 144 0.000999 MORE 144 0.000999 MORE 0.000999
a9f:r4f 132 0.000999 MORE 132 0.000999 MORE 0.000999
a9f:r5f 144 0.0509 NOT 144 0.121 NOT 0.000999
a9f:r8f 132 0.000999 MORE 132 0.000999 MORE 0.000999
a9f:r9f 15 0.0709 NOT 17 0.131 NOT 0.00999
a9m:ADr1um 0 1 NOT 0 1 NOT 0.918
a9m:bm1m 31 0.031 MORE 59 0.024 MORE 0.0569
a9m:bm2m 9 0.0999 NOT 13 0.147 NOT 0.157
a9m:bm4m 0 1 NOT 0 1 NOT 0.557
a9m:bm5m 0 1 NOT 1 0.488 NOT 0.404
a9m:bm6m 0 1 NOT 0 1 NOT 0.59
a9m:bm7m 0 1 NOT 0 1 NOT 0.627
a9m:bm8m 0 1 NOT 0 1 NOT 0.964
a9m:ch1m 0 1 NOT 0 1 NOT 0.997
a9m:ch4m 0 1 NOT 0 1 NOT 0.905
a9m:ch5m 0 1 NOT 0 1 NOT 0.997
a9m:ch6m 0 1 NOT 0 1 NOT 0.994
a9m:l1m 0 1 NOT 0 1 NOT 0.992
a9m:l2m 60 0.011 MORE 71 0.012 MORE 0.027
a9m:l3m 132 0.000999 MORE 143 0.000999 MORE 0.000999
a9m:l4m 144 0.000999 MORE 144 0.000999 MORE 0.000999
a9m:l5m 141 0.000999 MORE 143 0.000999 MORE 0.000999
a9m:r10m 144 0.000999 MORE 144 0.000999 MORE 0.000999
a9m:r4m 133 0.000999 MORE 136 0.000999 MORE 0.000999
a9m:r5m 144 0.000999 MORE 144 0.000999 MORE 0.000999
a9m:r8m 144 0.000999 MORE 144 0.000999 MORE 0.000999
a9m:r9m 2 0.276 NOT 8 0.242 NOT 0.184
ADr1uf:bm1f 0 1 NOT 1 0.49 NOT 0.456
ADr1uf:bm2f 25 0.041 MORE 55 0.031 MORE 0.0699
ADr1uf:bm4f 0 1 NOT 3 0.338 NOT 0.321
ADr1uf:bm5f 0 1 NOT 0 1 NOT 0.977
ADr1uf:bm6f 0 1 NOT 0 1 NOT 0.987
ADr1uf:bm7f 0 1 NOT 0 1 NOT 0.98
ADr1uf:bm8f 0 1 NOT 0 1 NOT 0.953
ADr1uf:ch1f 68 0.005 MORE 79 0.00599 MORE 0.014
ADr1uf:ch4f 15 0.0759 NOT 18 0.139 NOT 0.05
ADr1uf:ch5f 46 0.018 MORE 74 0.018 MORE 0.112
ADr1uf:ch6f 59 0.00699 MORE 73 0.00899 MORE 0.027
ADr1uf:l1f 132 0.000999 MORE 132 0.000999 MORE 0.000999
ADr1uf:l2f 0 1 NOT 0 1 NOT 0.505
ADr1uf:l3f 4 0.184 NOT 18 0.114 NOT 0.238
ADr1uf:l4f 0 1 NOT 0 1 NOT 0.993
ADr1uf:l5f 2 0.235 NOT 5 0.285 NOT 0.226
ADr1uf:r10f 29 0.03 MORE 67 0.015 MORE 0.015
ADr1uf:r4f 86 0.000999 MORE 111 0.000999 MORE 0.004
ADr1uf:r5f 0 1 NOT 0 1 NOT 0.833
ADr1uf:r8f 97 0.002 MORE 111 0.002 MORE 0.000999
ADr1uf:r9f 0 1 NOT 0 1 NOT 0.997
ADr1um:bm1m 0 1 NOT 0 1 NOT 0.69
ADr1um:bm2m 5 0.182 NOT 17 0.142 NOT 0.195
ADr1um:bm4m 0 1 NOT 0 1 NOT 0.973
ADr1um:bm5m 12 0.0799 NOT 32 0.0589 NOT 0.0669
ADr1um:bm6m 0 1 NOT 0 1 NOT 0.686
ADr1um:bm7m 0 1 NOT 0 1 NOT 0.756
ADr1um:bm8m 0 1 NOT 0 1 NOT 0.852
ADr1um:ch1m 0 1 NOT 0 1 NOT 0.997
ADr1um:ch4m 0 1 NOT 0 1 NOT 0.817
ADr1um:ch5m 0 1 NOT 1 0.494 NOT 0.36
ADr1um:ch6m 0 1 NOT 1 0.492 NOT 0.481
ADr1um:l1m 141 0.000999 MORE 142 0.000999 MORE 0.000999
ADr1um:l2m 7 0.135 NOT 27 0.0869 NOT 0.18
ADr1um:l3m 45 0.012 MORE 66 0.014 MORE 0.004
ADr1um:l4m 0 1 NOT 0 1 NOT 0.992
ADr1um:l5m 40 0.02 MORE 61 0.023 MORE 0.000999
ADr1um:r10m 0 1 NOT 0 1 NOT 0.883
ADr1um:r4m 21 0.0519 NOT 40 0.05 MORE 0.043
ADr1um:r5m 0 1 NOT 0 1 NOT 0.503
ADr1um:r8m 0 1 NOT 1 0.486 NOT 0.386
ADr1um:r9m 0 1 NOT 0 1 NOT 0.939
bm1f:bm2f 0 1 NOT 0 1 NOT 0.995
bm1f:bm4f 143 0.000999 MORE 143 0.000999 MORE 0.000999
bm1f:bm5f 0 1 NOT 0 1 NOT 0.996
bm1f:bm6f 0 1 NOT 0 1 NOT 0.996
bm1f:bm7f 0 1 NOT 0 1 NOT 0.991
bm1f:bm8f 0 1 NOT 0 1 NOT 0.995
bm1f:ch1f 0 1 NOT 0 1 NOT 0.537
bm1f:ch4f 1 0.327 NOT 8 0.234 NOT 0.312
bm1f:ch5f 0 1 NOT 0 1 NOT 0.684
bm1f:ch6f 0 1 NOT 0 1 NOT 0.566
bm1f:l1f 5 0.155 NOT 14 0.15 NOT 0.126
bm1f:l2f 0 1 NOT 0 1 NOT 0.849
bm1f:l3f 0 1 NOT 0 1 NOT 0.57
bm1f:l4f 0 1 NOT 0 1 NOT 0.464
bm1f:l5f 0 1 NOT 0 1 NOT 0.793
bm1f:r10f 6 0.167 NOT 9 0.232 NOT 0.258
bm1f:r4f 0 1 NOT 0 1 NOT 0.941
bm1f:r5f 19 0.035 MORE 37 0.032 MORE 0.0569
bm1f:r8f 0 1 NOT 0 1 NOT 0.695
bm1f:r9f 0 1 NOT 0 1 NOT 0.932
bm1m:bm2m 0 1 NOT 0 1 NOT 0.995
bm1m:bm4m 55 0.011 MORE 101 0.002 MORE 0.00699
bm1m:bm5m 0 1 NOT 0 1 NOT 0.995
bm1m:bm6m 0 1 NOT 0 1 NOT 0.993
bm1m:bm7m 0 1 NOT 0 1 NOT 0.99
bm1m:bm8m 0 1 NOT 0 1 NOT 0.992
bm1m:ch1m 0 1 NOT 1 0.49 NOT 0.474
bm1m:ch4m 0 1 NOT 0 1 NOT 0.703
bm1m:ch5m 44 0.015 MORE 75 0.012 MORE 0.036
bm1m:ch6m 0 1 NOT 0 1 NOT 0.584
bm1m:l1m 0 1 NOT 0 1 NOT 0.509
bm1m:l2m 0 1 NOT 0 1 NOT 0.988
bm1m:l3m 0 1 NOT 0 1 NOT 0.795
bm1m:l4m 0 1 NOT 0 1 NOT 0.892
bm1m:l5m 0 1 NOT 1 0.478 NOT 0.394
bm1m:r10m 0 1 NOT 1 0.498 NOT 0.496
bm1m:r4m 0 1 NOT 0 1 NOT 0.605
bm1m:r5m 0 1 NOT 0 1 NOT 0.61
bm1m:r8m 0 1 NOT 3 0.352 NOT 0.399
bm1m:r9m 3 0.238 NOT 9 0.235 NOT 0.268
bm2f:bm4f 0 1 NOT 0 1 NOT 0.91
bm2f:bm5f 144 0.000999 MORE 144 0.000999 MORE 0.000999
bm2f:bm6f 0 1 NOT 0 1 NOT 0.996
bm2f:bm7f 0 1 NOT 0 1 NOT 0.894
bm2f:bm8f 0 1 NOT 0 1 NOT 0.995
bm2f:ch1f 2 0.26 NOT 7 0.25 NOT 0.0739
bm2f:ch4f 0 1 NOT 0 1 NOT 0.859
bm2f:ch5f 0 1 NOT 0 1 NOT 0.698
bm2f:ch6f 0 1 NOT 0 1 NOT 0.766
bm2f:l1f 0 1 NOT 2 0.369 NOT 0.411
bm2f:l2f 14 0.0719 NOT 23 0.0879 NOT 0.21
bm2f:l3f 12 0.0649 NOT 28 0.0559 NOT 0.04
bm2f:l4f 40 0.021 MORE 71 0.018 MORE 0.042
bm2f:l5f 16 0.0649 NOT 43 0.046 MORE 0.046
bm2f:r10f 0 1 NOT 0 1 NOT 0.7
bm2f:r4f 65 0.002 MORE 94 0.002 MORE 0.003
bm2f:r5f 27 0.026 MORE 53 0.02 MORE 0.04
bm2f:r8f 56 0.00799 MORE 72 0.012 MORE 0.045
bm2f:r9f 0 1 NOT 0 1 NOT 0.987
bm2m:bm4m 0 1 NOT 0 1 NOT 0.996
bm2m:bm5m 138 0.000999 MORE 139 0.000999 MORE 0.000999
bm2m:bm6m 0 1 NOT 0 1 NOT 0.989
bm2m:bm7m 0 1 NOT 0 1 NOT 0.992
bm2m:bm8m 0 1 NOT 0 1 NOT 0.988
bm2m:ch1m 0 1 NOT 1 0.497 NOT 0.431
bm2m:ch4m 2 0.244 NOT 13 0.143 NOT 0.291
bm2m:ch5m 0 1 NOT 1 0.474 NOT 0.344
bm2m:ch6m 12 0.0779 NOT 51 0.025 MORE 0.195
bm2m:l1m 68 0.00799 MORE 102 0.004 MORE 0.02
bm2m:l2m 3 0.218 NOT 12 0.186 NOT 0.176
bm2m:l3m 0 1 NOT 1 0.47 NOT 0.46
bm2m:l4m 0 1 NOT 0 1 NOT 0.802
bm2m:l5m 1 0.294 NOT 1 0.455 NOT 0.27
bm2m:r10m 0 1 NOT 0 1 NOT 0.723
bm2m:r4m 0 1 NOT 0 1 NOT 0.972
bm2m:r5m 0 1 NOT 0 1 NOT 0.99
bm2m:r8m 8 0.109 NOT 20 0.102 NOT 0.266
bm2m:r9m 0 1 NOT 0 1 NOT 0.97
bm4f:bm5f 0 1 NOT 0 1 NOT 0.995
bm4f:bm6f 132 0.000999 MORE 132 0.000999 MORE 0.000999
bm4f:bm7f 126 0.000999 MORE 130 0.000999 MORE 0.000999
bm4f:bm8f 103 0.000999 MORE 120 0.000999 MORE 0.003
bm4f:ch1f 0 1 NOT 0 1 NOT 0.646
bm4f:ch4f 0 1 NOT 0 1 NOT 0.932
bm4f:ch5f 2 0.227 NOT 11 0.165 NOT 0.23
bm4f:ch6f 0 1 NOT 0 1 NOT 0.492
bm4f:l1f 15 0.0659 NOT 39 0.049 MORE 0.104
bm4f:l2f 0 1 NOT 0 1 NOT 0.877
bm4f:l3f 2 0.237 NOT 6 0.269 NOT 0.246
bm4f:l4f 0 1 NOT 0 1 NOT 0.884
bm4f:l5f 0 1 NOT 0 1 NOT 0.788
bm4f:r10f 2 0.224 NOT 11 0.152 NOT 0.103
bm4f:r4f 17 0.0799 NOT 20 0.125 NOT 0.019
bm4f:r5f 0 1 NOT 0 1 NOT 0.49
bm4f:r8f 0 1 NOT 0 1 NOT 0.81
bm4f:r9f 0 1 NOT 6 0.263 NOT 0.421
bm4m:bm5m 7 0.127 NOT 14 0.135 NOT 0.114
bm4m:bm6m 87 0.003 MORE 103 0.000999 MORE 0.00799
bm4m:bm7m 75 0.004 MORE 93 0.004 MORE 0.002
bm4m:bm8m 0 1 NOT 0 1 NOT 0.885
bm4m:ch1m 0 1 NOT 0 1 NOT 0.622
bm4m:ch4m 0 1 NOT 3 0.367 NOT 0.371
bm4m:ch5m 0 1 NOT 0 1 NOT 0.772
bm4m:ch6m 0 1 NOT 0 1 NOT 0.946
bm4m:l1m 0 1 NOT 0 1 NOT 0.684
bm4m:l2m 0 1 NOT 3 0.368 NOT 0.414
bm4m:l3m 0 1 NOT 0 1 NOT 0.505
bm4m:l4m 3 0.202 NOT 5 0.284 NOT 0.147
bm4m:l5m 11 0.0929 NOT 11 0.191 NOT 0.02
bm4m:r10m 0 1 NOT 0 1 NOT 0.935
bm4m:r4m 0 1 NOT 0 1 NOT 0.63
bm4m:r5m 128 0.000999 MORE 138 0.000999 MORE 0.005
bm4m:r8m 0 1 NOT 0 1 NOT 0.997
bm4m:r9m 0 1 NOT 0 1 NOT 0.997
bm5f:bm6f 144 0.000999 MORE 144 0.000999 MORE 0.000999
bm5f:bm7f 144 0.000999 MORE 144 0.000999 MORE 0.000999
bm5f:bm8f 0 1 NOT 0 1 NOT 0.992
bm5f:ch1f 0 1 NOT 1 0.507 NOT 0.498
bm5f:ch4f 23 0.045 MORE 34 0.0549 NOT 0.0529
bm5f:ch5f 3 0.211 NOT 12 0.176 NOT 0.269
bm5f:ch6f 10 0.102 NOT 32 0.0589 NOT 0.0959
bm5f:l1f 0 1 NOT 0 1 NOT 0.697
bm5f:l2f 0 1 NOT 0 1 NOT 0.809
bm5f:l3f 0 1 NOT 0 1 NOT 0.975
bm5f:l4f 0 1 NOT 6 0.258 NOT 0.391
bm5f:l5f 0 1 NOT 0 1 NOT 0.752
bm5f:r10f 44 0.015 MORE 54 0.027 MORE 0.0549
bm5f:r4f 110 0.000999 MORE 119 0.000999 MORE 0.003
bm5f:r5f 0 1 NOT 0 1 NOT 0.958
bm5f:r8f 91 0.002 MORE 111 0.002 MORE 0.00799
bm5f:r9f 105 0.000999 MORE 107 0.000999 MORE 0.004
bm5m:bm6m 144 0.000999 MORE 144 0.000999 MORE 0.000999
bm5m:bm7m 144 0.000999 MORE 144 0.000999 MORE 0.000999
bm5m:bm8m 0 1 NOT 0 1 NOT 0.991
bm5m:ch1m 0 1 NOT 0 1 NOT 0.567
bm5m:ch4m 9 0.113 NOT 24 0.0889 NOT 0.204
bm5m:ch5m 0 1 NOT 1 0.499 NOT 0.449
bm5m:ch6m 0 1 NOT 0 1 NOT 0.959
bm5m:l1m 7 0.118 NOT 11 0.172 NOT 0.0689
bm5m:l2m 0 1 NOT 6 0.259 NOT 0.316
bm5m:l3m 7 0.127 NOT 14 0.137 NOT 0.161
bm5m:l4m 9 0.113 NOT 37 0.0639 NOT 0.113
bm5m:l5m 0 1 NOT 0 1 NOT 0.774
bm5m:r10m 37 0.018 MORE 62 0.014 MORE 0.002
bm5m:r4m 17 0.0629 NOT 43 0.0519 NOT 0.206
bm5m:r5m 5 0.176 NOT 15 0.155 NOT 0.17
bm5m:r8m 130 0.000999 MORE 132 0.000999 MORE 0.000999
bm5m:r9m 124 0.000999 MORE 131 0.000999 MORE 0.004
bm6f:bm7f 144 0.000999 MORE 144 0.000999 MORE 0.000999
bm6f:bm8f 144 0.000999 MORE 144 0.000999 MORE 0.000999
bm6f:ch1f 0 1 NOT 0 1 NOT 0.897
bm6f:ch4f 0 1 NOT 0 1 NOT 0.944
bm6f:ch5f 3 0.208 NOT 15 0.148 NOT 0.192
bm6f:ch6f 5 0.16 NOT 12 0.171 NOT 0.19
bm6f:l1f 0 1 NOT 0 1 NOT 0.984
bm6f:l2f 0 1 NOT 0 1 NOT 0.989
bm6f:l3f 0 1 NOT 0 1 NOT 0.99
bm6f:l4f 0 1 NOT 0 1 NOT 0.658
bm6f:l5f 0 1 NOT 0 1 NOT 0.713
bm6f:r10f 4 0.199 NOT 27 0.0859 NOT 0.181
bm6f:r4f 34 0.026 MORE 60 0.022 MORE 0.043
bm6f:r5f 0 1 NOT 0 1 NOT 0.928
bm6f:r8f 0 1 NOT 0 1 NOT 0.554
bm6f:r9f 106 0.000999 MORE 118 0.000999 MORE 0.000999
bm6m:bm7m 144 0.000999 MORE 144 0.000999 MORE 0.000999
bm6m:bm8m 144 0.000999 MORE 144 0.000999 MORE 0.000999
bm6m:ch1m 0 1 NOT 2 0.423 NOT 0.448
bm6m:ch4m 0 1 NOT 0 1 NOT 0.964
bm6m:ch5m 0 1 NOT 4 0.325 NOT 0.368
bm6m:ch6m 0 1 NOT 0 1 NOT 0.931
bm6m:l1m 0 1 NOT 0 1 NOT 0.9
bm6m:l2m 102 0.002 MORE 117 0.000999 MORE 0.018
bm6m:l3m 66 0.00699 MORE 89 0.004 MORE 0.004
bm6m:l4m 0 1 NOT 0 1 NOT 0.47
bm6m:l5m 21 0.048 MORE 55 0.029 MORE 0.0909
bm6m:r10m 0 1 NOT 0 1 NOT 0.483
bm6m:r4m 125 0.000999 MORE 128 0.000999 MORE 0.000999
bm6m:r5m 0 1 NOT 1 0.473 NOT 0.468
bm6m:r8m 26 0.041 MORE 36 0.0639 NOT 0.05
bm6m:r9m 134 0.000999 MORE 136 0.000999 MORE 0.000999
bm7f:bm8f 144 0.000999 MORE 144 0.000999 MORE 0.000999
bm7f:ch1f 0 1 NOT 0 1 NOT 0.562
bm7f:ch4f 0 1 NOT 0 1 NOT 0.963
bm7f:ch5f 7 0.151 NOT 16 0.146 NOT 0.12
bm7f:ch6f 24 0.0539 NOT 46 0.046 MORE 0.0969
bm7f:l1f 0 1 NOT 0 1 NOT 0.979
bm7f:l2f 0 1 NOT 0 1 NOT 0.988
bm7f:l3f 0 1 NOT 0 1 NOT 0.988
bm7f:l4f 0 1 NOT 0 1 NOT 0.517
bm7f:l5f 0 1 NOT 0 1 NOT 0.981
bm7f:r10f 27 0.028 MORE 37 0.043 MORE 0.031
bm7f:r4f 28 0.025 MORE 67 0.015 MORE 0.0909
bm7f:r5f 0 1 NOT 1 0.561 NOT 0.46
bm7f:r8f 0 1 NOT 0 1 NOT 0.743
bm7f:r9f 126 0.000999 MORE 131 0.000999 MORE 0.000999
bm7m:bm8m 144 0.000999 MORE 144 0.000999 MORE 0.000999
bm7m:ch1m 0 1 NOT 0 1 NOT 0.893
bm7m:ch4m 0 1 NOT 0 1 NOT 0.557
bm7m:ch5m 8 0.14 NOT 12 0.187 NOT 0.128
bm7m:ch6m 0 1 NOT 0 1 NOT 0.975
bm7m:l1m 0 1 NOT 0 1 NOT 0.92
bm7m:l2m 62 0.00899 MORE 87 0.005 MORE 0.00699
bm7m:l3m 64 0.005 MORE 88 0.004 MORE 0.002
bm7m:l4m 11 0.0849 NOT 33 0.0579 NOT 0.172
bm7m:l5m 43 0.023 MORE 67 0.026 MORE 0.0689
bm7m:r10m 0 1 NOT 0 1 NOT 0.73
bm7m:r4m 32 0.025 MORE 77 0.011 MORE 0.041
bm7m:r5m 2 0.254 NOT 15 0.143 NOT 0.292
bm7m:r8m 14 0.0779 NOT 41 0.048 MORE 0.0529
